title,year,authors,key,ee,venue_category
Dynamic Domain Adaptation for Single-view 3D Reconstruction.,2021,Cong Yang & Housen Xie & Haihong Tian & Yuanlong Yu,conf/iros/YangXTY21,https://doi.org/10.1109/IROS51168.2021.9636343,Robotics
Recurrent Neural Networks for driver activity anticipation via sensory-fusion architecture.,2016,Ashesh Jain & Avi Singh & Hema Swetha Koppula & Shane Soh & Ashutosh Saxena,conf/icra/JainSKSS16,https://doi.org/10.1109/ICRA.2016.7487478,Robotics
3D spatial self-organization of a modular artificial skin.,2014,Philipp Mittendorfer & Emmanuel C. Dean-Leon & Gordon Cheng,conf/iros/MittendorferDC14,https://doi.org/10.1109/IROS.2014.6943120,Robotics
An Adaptive PID Autotuner for Multicopters with Experimental Results.,2022,John Spencer & Joonghyun Lee & Juan Augusto Paredes & Ankit Goel & Dennis S. Bernstein,conf/icra/SpencerLPGB22,https://doi.org/10.1109/ICRA46639.2022.9812065,Robotics
Time-Contrastive Networks: Self-Supervised Learning from Video.,2018,Pierre Sermanet & Corey Lynch & Yevgen Chebotar & Jasmine Hsu & Eric Jang & Stefan Schaal & Sergey Levine,conf/icra/SermanetLCHJSLB18,https://doi.org/10.1109/ICRA.2018.8462891,Robotics
Towards Terrain Adaptablity: In Situ Transformation of Wheel-Biped Robots.,2022,Tangyou Liu & Chao Zhang 0076 & Jiaole Wang & Shuang Song 0002 & Max Q.-H. Meng,journals/ral/LiuZWSM22,https://doi.org/10.1109/LRA.2022.3148486,Robotics
Off-road path tracking of a fleet of WMR with adaptive and predictive control.,2013,Audrey Guillet & Roland Lenain & Benoît Thuilot,conf/iros/GuilletLT13,https://doi.org/10.1109/IROS.2013.6696760,Robotics
Robust attitude estimation method for underwater vehicles with external and internal magnetic noise rejection using Adaptive Indirect Kalman Filter.,2017,Andreas Widy & Kam Tim Woo,conf/iros/WidyW17,https://doi.org/10.1109/IROS.2017.8206082,Robotics
Hyperparameter Auto-Tuning in Self-Supervised Robotic Learning.,2021,Jiancong Huang & Juan Rojas 0001 & Matthieu Zimmer & Hongmin Wu & Yisheng Guan & Paul Weng,journals/ral/HuangRZWGW21,https://doi.org/10.1109/LRA.2021.3064509,Robotics
Adaptive indirect control through communication in collaborative human-robot interaction.,2017,Rui Silva & Miguel Faria & Francisco S. Melo & Manuela M. Veloso,conf/iros/SilvaFMV17,https://doi.org/10.1109/IROS.2017.8206208,Robotics
Efficient Dynamics Estimation With Adaptive Model Sets.,2021,Ellis Ratner & Andrea Bajcsy & Terrence Fong & Claire J. Tomlin & Anca D. Dragan,journals/ral/RatnerBFTD21,https://doi.org/10.1109/LRA.2021.3060415,Robotics
Low-rank forward models: A path to the self-organization of visuo-motor systems.,2015,Ângelo Cardoso & Ricardo Ferreira 0002 & Ricardo Santos 0003 & Alexandre Bernardino,conf/iros/CardosoFSB15,https://doi.org/10.1109/IROS.2015.7353571,Robotics
"Corrections to ""A Piecewise Monotonic Smooth Phase Variable for Speed-Adaption Control of Powered Knee-Ankle Prostheses"".",2022,Teng Ma & Yuxuan Wang & Xinxing Chen & Chuheng Chen & Zhimin Hou & Haoyong Yu & Chenglong Fu 0001,journals/ral/MaWCCHYF22a,https://doi.org/10.1109/LRA.2022.3201957,Robotics
GOSELO: Goal-Directed Obstacle and Self-Location Map for Robot Navigation Using Reactive Neural Networks.,2018,Asako Kanezaki & Jirou Nitta & Yoko Sasaki,journals/ral/KanezakiNS18,https://doi.org/10.1109/LRA.2017.2783400,Robotics
Self-learning and adaptation in a sensorimotor framework.,2016,Ali Ghadirzadeh & Judith Bütepage & Danica Kragic & Mårten Björkman,conf/icra/GhadirzadehBKB16,https://doi.org/10.1109/ICRA.2016.7487178,Robotics
Going Cognitive: A Demonstration of the Utility of Task-General Cognitive Architectures for Adaptive Robotic Task Performance.,2020,Tyler M. Frasca & Zhao Han & Jordan Allspaw & Holly A. Yanco & Matthias Scheutz,conf/iros/FrascaHAYS20,https://doi.org/10.1109/IROS45743.2020.9340863,Robotics
Learning From Humans How to Grasp: A Data-Driven Architecture for Autonomous Grasping With Anthropomorphic Soft Hands.,2019,Cosimo Della Santina & Visar Arapi & Giuseppe Averta & Francesca Damiani & Gaia Fiore & Alessandro Settimi & Manuel G. Catalano & Davide Bacciu & Antonio Bicchi & Matteo Bianchi 0002,journals/ral/SantinaAADFSCBB19,https://doi.org/10.1109/LRA.2019.2896485,Robotics
3D Object Aided Self-Supervised Monocular Depth Estimation.,2022,Songlin Wei & Guodong Chen & Wenzheng Chi & Zhenhua Wang & Lining Sun,conf/iros/WeiCCWS22,https://doi.org/10.1109/IROS47612.2022.9981590,Robotics
Fast Adaptation of Deep Reinforcement Learning-Based Navigation Skills to Human Preference.,2020,Jinyoung Choi & Christopher R. Dance & Jung-Eun Kim & Kyungsik Park & Jaehun Han & Joonho Seo & Minsu Kim,conf/icra/ChoiDKPHSK20,https://doi.org/10.1109/ICRA40945.2020.9197159,Robotics
Role adaptation of human and robot in collaborative tasks.,2015,Yanan Li 0001 & Keng Peng Tee & Wei Liang Chan & Rui Yan & Yuanwei Chua & Dilip Kumar Limbu,conf/icra/LiTCYCL15,https://doi.org/10.1109/ICRA.2015.7139983,Robotics
A Synchronization Approach for Achieving Cooperative Adaptive Cruise Control Based Non-Stop Intersection Passing.,2020,Zhe Liu 0022 & Huanshu Wei & Hanjiang Hu & Chuanzhe Suo & Hesheng Wang 0001 & Haoang Li & Yun-Hui Liu,conf/icra/LiuWHSWLL20,https://doi.org/10.1109/ICRA40945.2020.9196991,Robotics
Self-Adapting Recurrent Models for Object Pushing from Learning in Simulation.,2020,Lin Cong & Michael Görner & Philipp Ruppel & Hongzhuo Liang & Norman Hendrich & Jianwei Zhang 0001,conf/iros/CongGRLH020,https://doi.org/10.1109/IROS45743.2020.9341076,Robotics
Smooth Point-to-Point Trajectory Planning in $SE$ (3)with Self-Collision and Joint Constraints Avoidance.,2018,Reinhard Grassmann & Lars Johannsmeier & Sami Haddadin,conf/iros/GrassmannJH18,https://doi.org/10.1109/IROS.2018.8594339,Robotics
An Open Torque-Controlled Modular Robot Architecture for Legged Locomotion Research.,2020,Felix Grimminger & Avadesh Meduri & Majid Khadiv & Julian Viereck & Manuel Wüthrich & Maximilien Naveau & Vincent Berenz & Steve Heim & Felix Widmaier & Thomas Flayols & Jonathan Fiene & Alexander Badri-Spröwitz & Ludovic Righetti,journals/ral/GrimmingerMKVWN20,https://doi.org/10.1109/LRA.2020.2976639,Robotics
FoV-Net: Field-of-View Extrapolation Using Self-Attention and Uncertainty.,2021,Liqian Ma & Stamatios Georgoulis & Xu Jia & Luc Van Gool,journals/ral/MaGJG21,https://doi.org/10.1109/LRA.2021.3067848,Robotics
A Fast Online Frequency Adaptation Mechanism for CPG-Based Robot Motion Control.,2019,Mathias Thor & Poramate Manoonpong,journals/ral/ThorM19,https://doi.org/10.1109/LRA.2019.2926660,Robotics
Needle Tip Tracking in 2D Ultrasound Based on Improved Compressive Tracking and Adaptive Kalman Filter.,2021,Wanquan Yan & Qingpeng Ding & Jianghua Chen & Yunhui Liu & Shing Shin Cheng,journals/ral/YanDCLC21,https://doi.org/10.1109/LRA.2021.3063058,Robotics
Development of a Wheeled Wall-Climbing Robot with a Shape-Adaptive Magnetic Adhesion Mechanism.,2020,Haruhiko Eto & H. Harry Asada,conf/icra/EtoA20,https://doi.org/10.1109/ICRA40945.2020.9196919,Robotics
CompROS: A composable ROS2 based architecture for real-time embedded robotic development.,2021,Saeid Dehnavi & Martijn Koedam & Andrew Nelson 0001 & Dip Goswami & Kees Goossens,conf/iros/DehnaviK0GG21,https://doi.org/10.1109/IROS51168.2021.9636590,Robotics
Leveraging experience for robust; adaptive nonlinear MPC on computationally constrained systems with time-varying state uncertainty.,2018,Vishnu R. Desaraju & Alexander Spitzer & Cormac O'Meadhra & Lauren Lieu & Nathan Michael,journals/ijrr/DesarajuSOLM18,https://doi.org/10.1177/0278364918793717,Robotics
Towards a Bigraph-Based Model for Context-Aware Adaptive Systems.,2013,Taha Abdelmoutaleb Cherfia & Faiza Belala,conf/ecsa/CherfiaB13,https://doi.org/10.1007/978-3-642-39031-9_34,Software_Architecture
Self-organized aggregation without computation.,2014,Melvin Gauci & Jianing Chen & Wei Li 0055 & Tony J. Dodd & Roderich Groß,journals/ijrr/GauciCLDG14,https://doi.org/10.1177/0278364914525244,Robotics
SimGAN: Hybrid Simulator Identification for Domain Adaptation via Adversarial Reinforcement Learning.,2021,Yifeng Jiang 0002 & Tingnan Zhang & Daniel Ho & Yunfei Bai & C. Karen Liu & Sergey Levine & Jie Tan,conf/icra/0002ZHBLLT21,https://doi.org/10.1109/ICRA48506.2021.9561731,Robotics
Adaptive-Gains Enforcing Constraints in Closed-Loop QP Control.,2020,Mohamed Djeha & Arnaud Tanguy & Abderrahmane Kheddar,journals/ral/DjehaTK20,https://doi.org/10.1109/LRA.2020.3015180,Robotics
Probabilistic Decision Model for Adaptive Task Planning in Human-Robot Collaborative Assembly Based on Designer and Operator Intents.,2021,Martijn Cramer & Karel Kellens & Eric Demeester,journals/ral/CramerKD21,https://doi.org/10.1109/LRA.2021.3095513,Robotics
A highly sensitive; self-powered triboelectric auditory sensor for social robotics and hearing aids.,2018,Xianjie Pu & Jie Chen 0034 & Yan Meng & Min-Hsin Yeh & Guanlin Liu & Qian Tang & Baodong Chen & Di Liu & Song Qi & Changsheng Wu & Chenguo Hu & Jie Wang 0007 & Zhong Lin Wang,journals/scirobotics/PuCMYLTCLQWHWW18,https://doi.org/10.1126/scirobotics.aat2516,Robotics
Enhanced Prototypical Learning for Unsupervised Domain Adaptation in LiDAR Semantic Segmentation.,2022,Eojindl Yi & JuYoung Yang & Junmo Kim,conf/icra/YiYK22,https://doi.org/10.1109/ICRA46639.2022.9811838,Robotics
Distributed Pressure Sensing for Enabling Self-Aware Autonomous Aerial Vehicles.,2018,Daniel Cellucci & Nicholas Cramer & Sean Shan-Min Swei,conf/iros/CellucciCS18,https://doi.org/10.1109/IROS.2018.8593664,Robotics
A high-level petri net-based formal model of distributed self-adaptive systems.,2018,Matteo Camilli & Carlo Bellettini & Lorenzo Capra,conf/ecsa/CamilliBC18,https://doi.org/10.1145/3241403.3241445,Software_Architecture
Multi-expert learning of adaptive legged locomotion.,2020,Chuanyu Yang & Kai Yuan & Qiuguo Zhu & Wanming Yu & Zhibin Li 0001,journals/scirobotics/YuanZY020,https://doi.org/10.1126/scirobotics.abb2174,Robotics
Improving Model-Based Balance Controllers Using Reinforcement Learning and Adaptive Sampling.,2018,Visak C. V. Kumar & Sehoon Ha & Katsu Yamane,conf/icra/KumarHY18,https://doi.org/10.1109/ICRA.2018.8463209,Robotics
Adaptive Tracking Control for Industrial Robot Manipulators with Unknown Inner loop Architecture.,2022,Joseph Jean-Baptiste Mvogo Ahanda & Achille Melingui & Othman Lakhal & Bernard Essimbi Zobo & Hela Kadri & Rochdi Merzouki,conf/icra/AhandaMLZKM22,https://doi.org/10.1109/ICRA46639.2022.9811748,Robotics
Adaptive synergies for the design and control of the Pisa/IIT SoftHand.,2014,Manuel G. Catalano & Giorgio Grioli & Edoardo Farnioli & Alessandro Serio & Cristina Piazza & Antonio Bicchi,journals/ijrr/CatalanoGFSPB14,https://doi.org/10.1177/0278364913518998,Robotics
Adaptive Dynamic Control for Magnetically Actuated Medical Robots.,2019,Lavinia Barducci & Giovanni Pittiglio & Joseph C. Norton & Keith L. Obstein & Pietro Valdastri,journals/ral/BarducciPNOV19,https://doi.org/10.1109/LRA.2019.2928761,Robotics
Ad2Attack: Adaptive Adversarial Attack on Real-Time UAV Tracking.,2022,Changhong Fu 0001 & Sihang Li & Xinnan Yuan & Junjie Ye & Ziang Cao & Fangqiang Ding,conf/icra/0001LYYCD22,https://doi.org/10.1109/ICRA46639.2022.9812056,Robotics
Improving Control of Dexterous Hand Prostheses Using Adaptive Learning.,2013,Tatiana Tommasi & Francesco Orabona & Claudio Castellini & Barbara Caputo,journals/trob/TommasiOCC13,https://doi.org/10.1109/TRO.2012.2226386,Robotics
Emulating self-reconfigurable robots - design of the SMORES system.,2012,Jay Davey & Ngai Kwok & Mark Yim,conf/iros/DaveyKY12,https://doi.org/10.1109/IROS.2012.6385845,Robotics
Reconstructing Occluded Elevation Information in Terrain Maps With Self-Supervised Learning.,2022,Maximilian Stölzle & Takahiro Miki & Levin Gerdes & Martin Azkarate & Marco Hutter 0001,journals/ral/StolzleMGAH22,https://doi.org/10.1109/LRA.2022.3141662,Robotics
RePoSt: Distributed Self-Reconfiguration Algorithm for Modular Robots Based on Porous Structure.,2022,Jad Bassil & Benoît Piranda & Abdallah Makhoul & Julien Bourgeois,conf/iros/BassilPMB22,https://doi.org/10.1109/IROS47612.2022.9981212,Robotics
Simultaneous self-calibration and navigation using trajectory optimization.,2018,James A. Preiss & Karol Hausman & Gaurav S. Sukhatme & Stephan Weiss 0002,journals/ijrr/PreissHSW18,https://doi.org/10.1177/0278364918781734,Robotics
A stable adaptive attitude estimator on SO(3) for true-North seeking gyrocompass systems: Theory and preliminary simulation evaluation.,2017,Andrew R. Spielvogel & Louis L. Whitcomb,conf/icra/SpielvogelW17,https://doi.org/10.1109/ICRA.2017.7989367,Robotics
A Dual-Stream Architecture for Real-Time Morphological Analysis of Aneurysm in Robot-Assisted Minimally Invasive Surgery.,2022,Yan-Jie Zhou & Shi-Qi Liu 0004 & Xiao-Liang Xie & Xiao-Hu Zhou & Zeng-Guang Hou & Rui-Qi Li & Zhen-Liang Ni & Chen-Chen Fan,conf/icra/ZhouLXZHLNF22,https://doi.org/10.1109/ICRA46639.2022.9812075,Robotics
Noisy Agents: Self-supervised Exploration by Predicting Auditory Events.,2022,Chuang Gan & Xiaoyu Chen & Phillip Isola & Antonio Torralba 0001 & Joshua B. Tenenbaum,conf/iros/GanCI0T22,https://doi.org/10.1109/IROS47612.2022.9981614,Robotics
Adaptive neighbor connection for PRMs: A natural fit for heterogeneous environments and parallelism.,2013,Chinwe Ekenna & Sam Ade Jacobs & Shawna L. Thomas & Nancy M. Amato,conf/iros/EkennaJTA13,https://doi.org/10.1109/IROS.2013.6696510,Robotics
An adaptive compliant multi-finger approach-to-grasp strategy for objects with position uncertainties.,2015,Zhaopeng Chen & Thomas Wimböck & Máximo A. Roa & Benedikt Pleintinger & Miguel Neves 0002 & Christian Ott 0001 & Christoph Borst & Neal Y. Lii,conf/icra/ChenWRPNOBL15,https://doi.org/10.1109/ICRA.2015.7139881,Robotics
Adapting Enterprise Architecture at a Software Development Company and the Resultant Benefits.,2014,Krzysztof Jamróz & Dariusz Pitulej & Jan Werewka,conf/ecsa/JamrozPW14,https://doi.org/10.1007/978-3-319-09970-5_16,Software_Architecture
Decentralized Adaptive Control for Collaborative Manipulation.,2018,Preston Culbertson & Mac Schwager,conf/icra/CulbertsonS18,https://doi.org/10.1109/ICRA.2018.8461263,Robotics
Hierarchical processing architecture for an air-hockey robot system.,2013,Akio Namiki & Sakyo Matsushita & Takahiro Ozeki & Kenzo Nonami,conf/icra/NamikiMON13,https://doi.org/10.1109/ICRA.2013.6630722,Robotics
Robust Fixed Point Transformation based design for Model Reference Adaptive Control of a modified TORA system.,2014,József K. Tar & Teréz Anna Várkonyi & Levente Kovács & Imre J. Rudas & Tamás Haidegger,conf/iros/TarVKRH14,https://doi.org/10.1109/IROS.2014.6942550,Robotics
Self-Supervised Learning of Domain-Invariant Local Features for Robust Visual Localization Under Challenging Conditions.,2021,Moritz Venator & Yassine El Himer & Selcuk Aklanoglu & Erich Bruns & Andreas K. Maier,journals/ral/VenatorHABM21,https://doi.org/10.1109/LRA.2021.3059571,Robotics
Adaptive saccade controller inspired by the primates' cerebellum.,2015,Marco Antonelli & Angel Juan Duran & Eris Chinellato & Angel P. del Pobil,conf/icra/AntonelliDCP15,https://doi.org/10.1109/ICRA.2015.7139901,Robotics
Experience-based adaptation of locomotion behaviors for kinematically complex robots in unstructured terrain.,2015,Alexander Dettmann & Anna Born & Sebastian Bartsch & Frank Kirchner,conf/iros/DettmannBBK15,https://doi.org/10.1109/IROS.2015.7354017,Robotics
Towards Autonomous Control of Surgical Instruments using Adaptive-Fusion Tracking and Robot Self-Calibration.,2022,Chiyu Wang & João Cartucho & Daniel S. Elson & Ara Darzi & Stamatia Giannarou,conf/iros/WangCEDG22,https://doi.org/10.1109/IROS47612.2022.9981141,Robotics
Self-supervised learning of tool affordances from 3D tool representation through parallel SOM mapping.,2017,Tanis Mar & Vadim Tikhanoff & Giorgio Metta & Lorenzo Natale,conf/icra/MarTMN17,https://doi.org/10.1109/ICRA.2017.7989110,Robotics
Adaptive Task Allocation for Heterogeneous Multi-Robot Teams with Evolving and Unknown Robot Capabilities.,2020,Yousef Emam & Siddharth Mayya & Gennaro Notomista & Addison W. Bohannon & Magnus Egerstedt,conf/icra/EmamMNBE20,https://doi.org/10.1109/ICRA40945.2020.9197283,Robotics
TRASS: Time Reversal as Self-Supervision.,2020,Suraj Nair & Mohammad Babaeizadeh & Chelsea Finn & Sergey Levine & Vikash Kumar,conf/icra/NairBFLK20,https://doi.org/10.1109/ICRA40945.2020.9196862,Robotics
An emotional adaption approach to increase helpfulness towards a robot.,2012,Barbara Gonsior & Stefan Sosnowski & Malte Buss & Dirk Wollherr & Kolja Kühnlenz,conf/iros/GonsiorSBWK12,https://doi.org/10.1109/IROS.2012.6385941,Robotics
Jointly Learnable Behavior and Trajectory Planning for Self-Driving Vehicles.,2019,Abbas Sadat & Mengye Ren & Andrei Pokrovsky & Yen-Chen Lin & Ersin Yumer & Raquel Urtasun,conf/iros/SadatRPLYU19,https://doi.org/10.1109/IROS40897.2019.8967615,Robotics
Adaptive control system of an insect brain during odor source localization.,2013,Ryo Minegishi & Yosuke Takahashi & Atsushi Takashima & Daisuke Kurabayashi & Ryohei Kanzaki,conf/iros/MinegishiTTKK13,https://doi.org/10.1109/IROS.2013.6696376,Robotics
Adaptive Control of Sclera Force and Insertion Depth for Safe Robot-Assisted Retinal Surgery.,2019,Ali Ebrahimi & Niravkumar A. Patel & Changyan He & Peter Gehlbach & Marin Kobilarov & Iulian Iordachita,conf/icra/EbrahimiPHGKI19,https://doi.org/10.1109/ICRA.2019.8793658,Robotics
Augmented Hierarchical Quadratic Programming for Adaptive Compliance Robot Control.,2021,Francesco Tassi & Elena De Momi & Arash Ajoudani,conf/icra/TassiMA21,https://doi.org/10.1109/ICRA48506.2021.9561506,Robotics
Gesture-Based Adaptive Haptic Guidance: A Comparison of Discriminative and Generative Modeling Approaches.,2017,Ehsan Zahedi & Javad Dargahi & Michael Kia & Mehrdad Zadeh 0001,journals/ral/ZahediDKZ17,https://doi.org/10.1109/LRA.2017.2660071,Robotics
Handling multiple quality attributes trade-off in architecture-based self-adaptive systems.,2016,Sara Mahdavi-Hezavehi,conf/ecsa/Mahdavi-Hezavehi16,http://dl.acm.org/citation.cfm?id=3010822,Software_Architecture
Magneto-Active Elastomer Filter for Tactile Sensing Augmentation Through Online Adaptive Stiffening.,2022,Leone Costi & Arturo Tagliabue & Perla Maiolino & Frank Clemens & Fumiya Iida,journals/ral/CostiTMCI22,https://doi.org/10.1109/LRA.2022.3160590,Robotics
Adaptive ReactionLess motion with joint limit avoidance for robotic capture of unknown target in space.,2012,Thai-Chau Nguyen-Huynh & Inna Sharf,conf/iros/Nguyen-HuynhS12,https://doi.org/10.1109/IROS.2012.6385861,Robotics
Automated Testing With Temporal Logic Specifications for Robotic Controllers Using Adaptive Experiment Design.,2022,Craig Innes & Subramanian Ramamoorthy,conf/icra/InnesR22,https://doi.org/10.1109/ICRA46639.2022.9811579,Robotics
Hybrid Adaptive Control Strategy for Continuum Surgical Robot Under External Load.,2021,Ziwen Wang & Teng Wang & Baoliang Zhao & Yucheng He & Ying Hu 0001 & Bing Li 0015 & Peng Zhang 0012 & Max Q.-H. Meng,journals/ral/WangWZHHLZM21,https://doi.org/10.1109/LRA.2021.3057558,Robotics
Adaptive Directional Path Planner for Real-Time; Energy-Efficient; Robust Navigation of Mobile Robots.,2020,Mallikarjuna Rao Nimmagadda & Shreela Dattawadkar & Sriram Muthukumar & Vinayak Honkote,conf/icra/NimmagaddaDMH20,https://doi.org/10.1109/ICRA40945.2020.9197417,Robotics
Self-initialization and recovery for uninterrupted tracking in vision-guided micromanipulation.,2017,Liangjing Yang & Ishara Paranawithana & Kamal Youcef-Toumi & U-Xuan Tan,conf/iros/YangPYT17,https://doi.org/10.1109/IROS.2017.8202283,Robotics
Adaptive control of a human-driven knee joint orthosis.,2012,Hala Rifai & Samer Mohammed & Boubaker Daachi & Yacine Amirat,conf/icra/RifaiMDA12,https://doi.org/10.1109/ICRA.2012.6225064,Robotics
A learning from demonstration system architecture for robots learning social group recreational activities.,2016,Wing-Yue Geoffrey Louie & Goldie Nejat,conf/iros/LouieN16,https://doi.org/10.1109/IROS.2016.7759144,Robotics
Video Object Segmentation using Teacher-Student Adaptation in a Human Robot Interaction (HRI) Setting.,2019,Mennatullah Siam & Chen Jiang & Steven Weikai Lu & Laura Petrich & Mahmoud Gamal & Mohamed Elhoseiny & Martin Jägersand,conf/icra/SiamJLPGEJ19,https://doi.org/10.1109/ICRA.2019.8794254,Robotics
Motion Planning with Competency-Aware Transition Models for Underactuated Adaptive Hands.,2020,Avishai Sintov & Andrew Kimmel & Kostas E. Bekris & Abdeslam Boularias,conf/icra/SintovKBB20,https://doi.org/10.1109/ICRA40945.2020.9196564,Robotics
Efficient Computation of Invariably Safe States for Motion Planning of Self-Driving Vehicles.,2018,Christian Pek & Matthias Althoff,conf/iros/PekA18,https://doi.org/10.1109/IROS.2018.8593597,Robotics
Simultaneous Self-Sensing of Displacement and Force for Soft Dielectric Elastomer Actuators.,2018,Gianluca Rizzello & Federica Fugaro & David Naso & Stefan Seelecke,journals/ral/RizzelloFNS18,https://doi.org/10.1109/LRA.2018.2795016,Robotics
FisheyeDistanceNet: Self-Supervised Scale-Aware Distance Estimation using Monocular Fisheye Camera for Autonomous Driving.,2020,Varun Ravi Kumar & Sandesh Athni Hiremath & Markus Bach & Stefan Milz & Christian Witt & Clément Pinard & Senthil Kumar Yogamani & Patrick Mäder,conf/icra/KumarHBMWPYM20,https://doi.org/10.1109/ICRA40945.2020.9197319,Robotics
Architecture Adaptation Based on Belief Inaccuracy Estimation.,2014,Rima Al Ali & Tomás Bures & Ilias Gerostathopoulos & Jaroslav Keznikl & Frantisek Plásil,conf/wicsa/AliBGKP14,https://doi.org/10.1109/WICSA.2014.20,Software_Architecture
Magnetic microrobot control using an adaptive fuzzy sliding-mode method.,2022,Alireza Mousavi & Hesam Khaksar & Awais Ahmed & Hongsoo Choi & Ali Kafash Hoshiar,conf/iros/MousaviKACH22,https://doi.org/10.1109/IROS47612.2022.9981438,Robotics
Real-time software module design framework for building self-adaptive robotic systems.,2015,Yanzhe Cui & Joshua T. Lane & Richard M. Voyles,conf/iros/CuiLV15,https://doi.org/10.1109/IROS.2015.7353731,Robotics
An Adaptive Control Approach for Opening Doors and Drawers Under Uncertainties.,2016,Yiannis Karayiannidis & Christian Smith & Francisco Eli Vina Barrientos & Petter Ögren & Danica Kragic,journals/trob/KarayiannidisSB16,https://doi.org/10.1109/TRO.2015.2506154,Robotics
An Adaptable Approach to Learn Realistic Legged Locomotion without Examples.,2022,Daniel Felipe Ordoñez Apraez & Antonio Agudo & Francesc Moreno-Noguer & Mario Martín,conf/icra/ApraezAMM22,https://doi.org/10.1109/ICRA46639.2022.9812441,Robotics
