title,year,authors,key,ee,venue_category
A Runtime Safety Enforcement Approach by Monitoring and Adaptation.,2021,Silvia Bonfanti & Elvinia Riccobene & Patrizia Scandurra,conf/ecsa/BonfantiRS21,https://doi.org/10.1007/978-3-030-86044-8_2,Software_Architecture
Adaptive Human-Robot Interaction Control for Robots Driven by Series Elastic Actuators.,2017,Xiang Li 0009 & Yongping Pan & Gong Chen & Haoyong Yu,journals/trob/LiPCY17,https://doi.org/10.1109/TRO.2016.2626479,Robotics
Perception of Pedestrian Avoidance Strategies of a Self-Balancing Mobile Robot.,2019,Shih-Yun Lo & Katsu Yamane & Ken-ichiro Sugiyama,conf/iros/LoYS19,https://doi.org/10.1109/IROS40897.2019.8968191,Robotics
Fast Online Adaptation in Robotics through Meta-Learning Embeddings of Simulated Priors.,2020,Rituraj Kaushik & Timothée Anne & Jean-Baptiste Mouret,conf/iros/KaushikAM20,https://doi.org/10.1109/IROS45743.2020.9341462,Robotics
An Efficient Image-to-Image Translation HourGlass-based Architecture for Object Pushing Policy Learning.,2021,Marco Ewerton & Ángel Martínez-González & Jean-Marc Odobez,conf/iros/EwertonMO21,https://doi.org/10.1109/IROS51168.2021.9636601,Robotics
Plug-and-Play SLAM: A Unified SLAM Architecture for Modularity and Ease of Use.,2020,Mirco Colosi & Irvin Aloise & Tiziano Guadagnino & Dominik Schlegel & Bartolomeo Della Corte & Kai Oliver Arras & Giorgio Grisetti,conf/iros/ColosiAGSCAG20,https://doi.org/10.1109/IROS45743.2020.9341611,Robotics
Adaptive Autonomous Navigation of Multiple Optoelectronic Microrobots in Dynamic Environments.,2022,Laurent Mennillo & Christopher Bendkowski & Mohamed Elsayed & Harrison Edwards & Shuailong Zhang & Vijay Pawar & Aaron R. Wheeler & Danail Stoyanov & Michael J. Shaw,journals/ral/MennilloBEEZPWS22,https://doi.org/10.1109/LRA.2022.3194308,Robotics
HI-Net: Boosting Self-Supervised Indoor Depth Estimation via Pose Optimization.,2023,Guanghui Wu & Kunhong Li & Longguang Wang & Ruizhen Hu & Yulan Guo & Zengping Chen,journals/ral/WuLWHGC23,https://doi.org/10.1109/LRA.2022.3224654,Robotics
A neurorobotic model of bipedal locomotion based on principles of human neuromuscular architecture.,2012,Theresa J. Klein & M. Anthony Lewis,conf/icra/KleinL12,https://doi.org/10.1109/ICRA.2012.6225149,Robotics
Adaptive Compliant Skill Learning for Contact-Rich Manipulation With Human in the Loop.,2022,Weiyong Si & Yuan Guan & Ning Wang 0009,journals/ral/SiGW22,https://doi.org/10.1109/LRA.2022.3159163,Robotics
Adaptive collision-limitation behavior for an assistive manipulator.,2013,Martin F. Stoelen & Virginia Fernández de Tejada & Juan G. Victores & Alberto Jardón Huete & Fabio Bonsignorio & Carlos Balaguer,conf/iros/StoelenTVHBB13,https://doi.org/10.1109/IROS.2013.6696494,Robotics
Adaptative Friction Shock Absorbers and Reverse Thrust for Fast Multirotor Landing on Inclined Surfaces.,2022,John Bass & Isaac Tunney & Alexis Lussier Desbiens,journals/ral/BassTD22,https://doi.org/10.1109/LRA.2022.3176102,Robotics
Self-Supervised Learning of Lidar Segmentation for Autonomous Indoor Navigation.,2021,Hugues Thomas & Ben Agro & Mona Gridseth & Jian Zhang & Timothy D. Barfoot,conf/icra/ThomasAGZB21,https://doi.org/10.1109/ICRA48506.2021.9561701,Robotics
DiGNet: Learning Scalable Self-Driving Policies for Generic Traffic Scenarios with Graph Neural Networks.,2021,Peide Cai & Hengli Wang & Yuxiang Sun & Ming Liu 0001,conf/iros/CaiWS021,https://doi.org/10.1109/IROS51168.2021.9636376,Robotics
An Adaptive Approach to Whole-Body Balance Control of Wheel-Bipedal Robot Ollie.,2022,Jingfan Zhang & Shuai Wang 0007 & Haitao Wang & Jie Lai & Zhenshan Bing & Yu Jiang & Yu Zheng 0001 & Zhengyou Zhang,conf/iros/ZhangWWLBJZZ22,https://doi.org/10.1109/IROS47612.2022.9981985,Robotics
Self-supervised online learning of appearance for 3D tracking.,2017,Bhoram Lee & Daniel D. Lee,conf/iros/LeeL17,https://doi.org/10.1109/IROS.2017.8206373,Robotics
Collective grasping for non-cooperative objects using modular self-reconfigurable robots.,2015,Tianmiao Wang & Haiyuan Li & Cai Meng,conf/iros/WangLM15,https://doi.org/10.1109/IROS.2015.7353835,Robotics
Adaptive collision checking for continuous robot motions within motion constraints.,2013,Jinsung Kwon & Oussama Khatib,conf/iros/KwonK13,https://doi.org/10.1109/IROS.2013.6697133,Robotics
Adaptive Variance for Changing Sparse-Reward Environments.,2019,Xingyu Lin & Pengsheng Guo & Carlos Florensa & David Held,conf/icra/LinGFH19,https://doi.org/10.1109/ICRA.2019.8793650,Robotics
Self-supervised learning for using overhead imagery as maps in outdoor range sensor localization.,2021,Tim Y. Tang & Daniele De Martini & Shangzhe Wu & Paul Newman 0001,journals/ijrr/TangMWN21,https://doi.org/10.1177/02783649211045736,Robotics
Development of Flapping Robot with Self-Takeoff from The Ground Capability.,2021,Muhammad Labiyb Afakh & Terukazu Sato & Hidaka Sato & Naoyuki Takesue,conf/icra/AfakhSST21,https://doi.org/10.1109/ICRA48506.2021.9561656,Robotics
TrueÆdapt: Learning Smooth Online Trajectory Adaptation with Bounded Jerk; Acceleration and Velocity in Joint Space.,2020,Jonas C. Kiemel & Robin Weitemeyer & Pascal Meißner & Torsten Kröger,conf/iros/KiemelWMK20,https://doi.org/10.1109/IROS45743.2020.9341001,Robotics
Adaptive robust wing trajectory control and force generation of flapping wing MAV.,2015,Jian Zhang 0050 & Bo Cheng 0002 & Bin Yao & Xinyan Deng,conf/icra/ZhangCYD15,https://doi.org/10.1109/ICRA.2015.7140018,Robotics
Planning; Fast and Slow: A Framework for Adaptive Real-Time Safe Trajectory Planning.,2018,David Fridovich-Keil & Sylvia L. Herbert & Jaime F. Fisac & Sampada Deglurkar & Claire J. Tomlin,conf/icra/Fridovich-KeilH18,https://doi.org/10.1109/ICRA.2018.8460863,Robotics
Real-Time Simulation for Control of Soft Robots With Self-Collisions Using Model Order Reduction for Contact Forces.,2021,Olivier Goury & Bruno Carrez & Christian Duriez,journals/ral/GouryCD21,https://doi.org/10.1109/LRA.2021.3064247,Robotics
KeySLAM: Robust RGB-D Camera Tracking Using Adaptive VO and Optimal Key-Frame Selection.,2020,Kyung Min Han & Young J. Kim,journals/ral/HanK20,https://doi.org/10.1109/LRA.2020.3026964,Robotics
Adaptive step rotation in biped walking.,2018,Nestor Bohorquez & Pierre-Brice Wieber,conf/iros/BohorquezW18,https://doi.org/10.1109/IROS.2018.8594431,Robotics
Robot self-assembly by folding: A printed inchworm robot.,2013,Samuel M. Felton & Michael Thomas Tolley & Cagdas D. Onal & Daniela Rus & Robert J. Wood,conf/icra/FeltonTORW13,https://doi.org/10.1109/ICRA.2013.6630588,Robotics
Adaptive Nonlinear Model Predictive Control for Autonomous Surface Vessels With Largely Varying Payload.,2021,Wei Wang 0239 & Niklas Hagemann & Carlo Ratti & Daniela Rus,conf/icra/0239HRR21,https://doi.org/10.1109/ICRA48506.2021.9561331,Robotics
Towards an Optimized Software Architecture for Component Adaptation at Middleware Level.,2013,Thomas Pramsohler & Simon Schenk & Uwe Baumgarten,conf/ecsa/PramsohlerSB13,https://doi.org/10.1007/978-3-642-39031-9_23,Software_Architecture
Adaptive Online Sampling of Periodic Processes with Application to Coral Reef Acoustic Abundance Monitoring.,2022,Seth McCammon & Nadège Aoki & T. Aran Mooney & Yogesh Girdhar,conf/iros/McCammonAMG22,https://doi.org/10.1109/IROS47612.2022.9982217,Robotics
Degrees-of-freedom of a robotic exoskeleton and human adaptation to new gait templates.,2012,Paul Stegall & Kyle N. Winfree & Sunil Kumar Agrawal,conf/icra/StegallWA12,https://doi.org/10.1109/ICRA.2012.6225092,Robotics
Self-Sensing Electro-Ribbon Actuators.,2020,Simon Bluett & Tim Helps & Majid Taghavi & Jonathan Rossiter,journals/ral/BluettHTR20,https://doi.org/10.1109/LRA.2020.2983677,Robotics
Robot self-assembly as adaptive growth process: Collective selection of seed position and self-organizing tree-structures.,2016,Mohammad Divband Soorati & Heiko Hamann,conf/iros/SooratiH16,https://doi.org/10.1109/IROS.2016.7759845,Robotics
Online self-supervised learning for dynamic object segmentation.,2015,Vitor Campanholo Guizilini & Fabio Ramos 0001,journals/ijrr/GuiziliniR15,https://doi.org/10.1177/0278364914566514,Robotics
Adaptive Sensor Bias Estimation in Nine Degree of Freedom Inertial Measurement Units: Theory and Preliminary Evaluation.,2018,Andrew R. Spielvogel & Louis L. Whitcomb,conf/iros/SpielvogelW18,https://doi.org/10.1109/IROS.2018.8594439,Robotics
Origami Robot Self-folding by Magnetic Induction.,2022,Jialun Liu & Xiao Chen & Quentin Lahondes & Kaan Esendag & Dana D. Damian & Shuhei Miyashita,conf/iros/LiuCLEDM22,https://doi.org/10.1109/IROS47612.2022.9981604,Robotics
"A ""Look-Backward-and-Forward"" Adaptation Strategy for Assessing Parameter Estimation Error of Human Motion Prediction Model.",2022,Silu Chen 0001 & Yufan Zhu & Yisha Liu & Chi Zhang 0014 & Zhongyu Piao & Guilin Yang,journals/ral/ChenZLZPY22,https://doi.org/10.1109/LRA.2021.3139952,Robotics
Characterizing Architectures of Soft Pneumatic Actuators for a Cable-Driven Shoulder Exoskeleton.,2019,Nicholas Thompson & Ayush Sinha & Girish Krishnan,conf/icra/ThompsonSK19,https://doi.org/10.1109/ICRA.2019.8793707,Robotics
Probabilistic Network Topology Prediction for Active Planning: An Adaptive Algorithm and Application.,2023,Liang Zhang & Zexu Zhang & Roland Siegwart & Jen Jen Chung,journals/trob/ZhangZSC23,https://doi.org/10.1109/TRO.2022.3189223,Robotics
Knowledge Transfer across Imaging Modalities Via Simultaneous Learning of Adaptive Autoencoders for High-Fidelity Mobile Robot Vision.,2021,Md Mahmudur Rahman 0005 & Tauhidur Rahman & Donghyun Kim & Mohammad Arif Ul Alam,conf/iros/RahmanRKA21,https://doi.org/10.1109/IROS51168.2021.9636360,Robotics
Faster R-CNN-based Decision Making in a Novel Adaptive Dual-Mode Robotic Anchoring System.,2021,Shahrooz Shahin & Rasoul Sadeghian & Sina Sareh,conf/icra/ShahinSS21,https://doi.org/10.1109/ICRA48506.2021.9560735,Robotics
Asynchronous adaptive conditioning for visual-inertial SLAM.,2015,Nima Keivan & Gabe Sibley,journals/ijrr/KeivanS15,https://doi.org/10.1177/0278364915602544,Robotics
MS-RANAS: Multi-Scale Resource-Aware Neural Architecture Search.,2021,Cristian Cioflan & Radu Timofte,conf/icra/CioflanT21,https://doi.org/10.1109/ICRA48506.2021.9561565,Robotics
Real-Time Self-Collision Avoidance in Joint Space for Humanoid Robots.,2021,Mikhail Koptev & Nadia Figueroa & Aude Billard,journals/ral/KoptevFB21,https://doi.org/10.1109/LRA.2021.3057024,Robotics
Adaptive Center-of-Mass Relocation for Aerial Manipulator Fault Tolerance.,2022,Claudio D. Pose & Juan I. Giribet & Ignacio Mas,journals/ral/PoseGM22,https://doi.org/10.1109/LRA.2022.3154040,Robotics
Self-supervised regrasping using spatio-temporal tactile features and reinforcement learning.,2016,Yevgen Chebotar & Karol Hausman & Zhe Su & Gaurav S. Sukhatme & Stefan Schaal,conf/iros/ChebotarHSSS16,https://doi.org/10.1109/IROS.2016.7759309,Robotics
Toward Adaptive and Intelligent Electroadhesives for Robotic Material Handling.,2017,Jianglong Guo & Thomas Bamber & Yuchen Zhao & Matthew Chamberlain & Laura Justham & Michael Jackson 0006,journals/ral/GuoBZCJJ17,https://doi.org/10.1109/LRA.2016.2646258,Robotics
DeepVIO: Self-supervised Deep Learning of Monocular Visual Inertial Odometry using 3D Geometric Constraints.,2019,Liming Han & Yimin Lin & Guoguang Du & Shiguo Lian,conf/iros/HanLDL19,https://doi.org/10.1109/IROS40897.2019.8968467,Robotics
Intrinsically Motivated Self-supervised Learning in Reinforcement Learning.,2022,Yue Zhao & Chenzhuang Du & Hang Zhao & Tiejun Li,conf/icra/ZhaoDZL22,https://doi.org/10.1109/ICRA46639.2022.9812213,Robotics
A-EXP4: Online Social Policy Learning for Adaptive Robot-Pedestrian Interaction.,2019,Pengju Jin & Eshed Ohn-Bar & Kris Kitani & Chieko Asakawa,conf/iros/JinOKA19,https://doi.org/10.1109/IROS40897.2019.8967737,Robotics
Resolved Motion Control for 3D Underactuated Bipedal Walking using Linear Inverted Pendulum Dynamics and Neural Adaptation.,2022,Victor C. Paredes & Ayonga Hereid,conf/iros/ParedesH22,https://doi.org/10.1109/IROS47612.2022.9982009,Robotics
A gradient-based self-healing algorithm for mobile robot formation.,2015,Zhe Liu 0022 & Jianjun Ju & Weidong Chen 0001 & Xiangyu Fu & Hesheng Wang 0001,conf/iros/LiuJCFW15,https://doi.org/10.1109/IROS.2015.7353850,Robotics
Non-Prehensile Manipulation Learning through Self-Supervision.,2020,Ziyan Gao & Armagan Elibol & Nak Young Chong,conf/irc/GaoEC20,https://doi.org/10.1109/IRC.2020.00022,Robotics
RobotUI - A software architecture for modular robotics user interface frameworks.,2012,Florian Poppa & Uwe Zimmer,conf/iros/PoppaZ12,https://doi.org/10.1109/IROS.2012.6385526,Robotics
An adaptive deep reinforcement learning framework enables curling robots with human-like performance in real-world conditions.,2020,Dong-Ok Won & Klaus-Robert Müller & Seong-Whan Lee,journals/scirobotics/MullerL20,https://doi.org/10.1126/scirobotics.abb9764,Robotics
Self-morphing Soft Parallel-and-coplanar Electroadhesive Grippers Based on Laser-scribed Graphene Oxide Electrodes.,2022,Jianglong Guo & Djen Timo Kühnel & Qiukai Qi & Chaoqun Xiang & Van Anh Ho & Charl Faul & Jonathan Rossiter,conf/iros/GuoKQXHFR22,https://doi.org/10.1109/IROS47612.2022.9981267,Robotics
Neural Control with an Artificial Hormone System for Energy-Efficient Compliant Terrain Locomotion and Adaptation of Walking Robots.,2019,Jettanan Homchanthanakul & Potiwat Ngamkajornwiwat & Pitiwut Teerakittikul & Poramate Manoonpong,conf/iros/Homchanthanakul19,https://doi.org/10.1109/IROS40897.2019.8968580,Robotics
Adapting Parameterized Motions Using Iterative Learning and Online Collision Detection.,2018,Johan Sund Laursen & Lars Carøe Sørensen & Ulrik Pagh Schultz & Lars-Peter Ellekilde & Dirk Kraft,conf/icra/LaursenSSEK18,https://doi.org/10.1109/ICRA.2018.8463208,Robotics
Torque estimation of robot joint with harmonic drive transmission using a redundant adaptive robust extended Kalman filter.,2014,Zhiguo Shi 0002 & Guangjun Liu,conf/icra/ShiL14,https://doi.org/10.1109/ICRA.2014.6907801,Robotics
Real-time adaptive kinematic model estimation of concentric tube robots.,2015,Chunwoo Kim & Seok Chang Ryu & Pierre E. Dupont,conf/iros/KimRD15,https://doi.org/10.1109/IROS.2015.7353823,Robotics
Self-Supervised Depth and Ego-Motion Estimation for Monocular Thermal Video Using Multi-Spectral Consistency Loss.,2022,Ukcheol Shin & Kyunghyun Lee 0004 & Seokju Lee & In So Kweon,journals/ral/ShinLLK22,https://doi.org/10.1109/LRA.2021.3137895,Robotics
Self-paced cross-modality transfer learning for efficient road segmentation.,2017,Weiyue Wang 0002 & Naiyan Wang & Xiaomin Wu & Suya You & Ulrich Neumann,conf/icra/WangWWYN17,https://doi.org/10.1109/ICRA.2017.7989166,Robotics
A flying robot with adaptive morphology for multi-modal locomotion.,2013,Ludovic Daler & Julien Lecoeur & Patrizia Bernadette Hahlen & Dario Floreano,conf/iros/DalerLHF13,https://doi.org/10.1109/IROS.2013.6696526,Robotics
Fast and Adaptive Fractal Tree-Based Path Planning for Programmable Bevel Tip Steerable Needles.,2016,Fangde Liu & Arnau Garriga-Casanovas & Riccardo Secoli & Ferdinando Rodriguez y Baena,journals/ral/LiuGSB16,https://doi.org/10.1109/LRA.2016.2528292,Robotics
Robust Photogrammetry-Based Online Pose Correction of Industrial Robots Employing Adaptive Integral Terminal Fractional-Order Super-Twisting Algorithm.,2022,Ehsan Zakeri & Wen-Fang Xie,conf/irc/ZakeriX22,https://doi.org/10.1109/IRC55401.2022.00029,Robotics
S2P2: Self-Supervised Goal-Directed Path Planning Using RGB-D Data for Robotic Wheelchairs.,2021,Hengli Wang & Yuxiang Sun & Rui Fan 0001 & Ming Liu 0001,conf/icra/WangS0021,https://doi.org/10.1109/ICRA48506.2021.9561314,Robotics
Robot Imitation Through Vision; Kinesthetic and Force Features with Online Adaptation to Changing Environments.,2018,Raul Fernandez-Fernandez & Juan G. Victores & David Estevez & Carlos Balaguer,conf/iros/Fernandez-Fernandez18,https://doi.org/10.1109/IROS.2018.8593724,Robotics
Look No Further: Adapting the Localization Sensory Window to the Temporal Characteristics of the Environment.,2017,Jake Bruce & Adam Jacobson & Michael Milford,journals/ral/BruceJM17,https://doi.org/10.1109/LRA.2017.2724146,Robotics
Self-Supervised Learning for Precise Pick-and-Place Without Object Model.,2020,Lars Berscheid & Pascal Meißner & Torsten Kröger,journals/ral/BerscheidMK20,https://doi.org/10.1109/LRA.2020.3003865,Robotics
An Adaptive Robotic Gripper with L-Shape Fingers for Peg-in-Hole Tasks.,2018,Kaidi Nie & Weiwei Wan & Kensuke Harada,conf/iros/NieWH18,https://doi.org/10.1109/IROS.2018.8594370,Robotics
Patient-tailored Adaptive Control for Robot-aided Orthopaedic Rehabilitation.,2022,Christian Tamantini & Francesca Cordella & Clemente Lauretti & Francesco Scotto di Luzio & Marco Bravi & Federica Bressi & Francesco Draicchio & Silvia Sterzi & Loredana Zollo,conf/icra/TamantiniCLLBBD22,https://doi.org/10.1109/ICRA46639.2022.9811791,Robotics
MoNoC: A monitored network on chip with path adaptation mechanism.,2014,Edson I. Moreno & Thais Webber & César A. M. Marcon & Fernando Gehm Moraes & Ney Laert Vilar Calazans,journals/jsa/MorenoWMMC14,https://doi.org/10.1016/j.sysarc.2014.10.002,Software_Architecture
A framework for autonomous self-righting of a generic robot on sloped planar surfaces.,2012,Chad C. Kessens & Daniel Carlton Smith & Philip R. Osteen,conf/icra/KessensSO12,https://doi.org/10.1109/ICRA.2012.6224770,Robotics
Cat-inspired mechanical design of self-adaptive toes for a legged robot.,2016,Huaxin Liu & Qiang Huang 0002 & Weimin Zhang & Xuechao Chen & Zhangguo Yu & Libo Meng & Lei Bao & Aiguo Ming & Yan Huang 0007 & Kenji Hashimoto & Atsuo Takanishi,conf/iros/LiuHZCYMBMHHT16,https://doi.org/10.1109/IROS.2016.7759378,Robotics
Improving the Robustness of Reinforcement Learning Policies With ${\mathcal {L}_{1}}$ Adaptive Control.,2022,Yikun Cheng & Pan Zhao & Fanxin Wang & Daniel J. Block & Naira Hovakimyan,journals/ral/ChengZWBH22,https://doi.org/10.1109/LRA.2022.3169309,Robotics
The Control of Self-Propelled Microjets Inside a Microchannel With Time-Varying Flow Rates.,2014,Islam S. M. Khalil & Veronika Magdanz & Samuel Sanchez & Oliver G. Schmidt & Sarthak Misra,journals/trob/KhalilMSSM14,https://doi.org/10.1109/TRO.2013.2281557,Robotics
A 3D dynamic model of a spherical wheeled self-balancing robot.,2012,Ali Nail Inal & Ömer Morgül & Uluc Saranli,conf/iros/InalMS12,https://doi.org/10.1109/IROS.2012.6385689,Robotics
Workshop on Architecting Self-Managing Distributed Systems: ASDS @ ECSA 2015.,2015,Rao Mikkilineni & Gordana Dodig Crnkovic,conf/ecsa/MikkilineniC15,https://doi.org/10.1145/2797433.2797435,Software_Architecture
Enhancing Adaptive Grasping Through a Simple Sensor-Based Reflex Mechanism.,2017,Emanuele Luberto & Yier Wu & Gaspare Santaera & Marco Gabiccini & Antonio Bicchi,journals/ral/LubertoWSGB17,https://doi.org/10.1109/LRA.2017.2681122,Robotics
Symbiotic and sensitivity-aware architecture for globally-optimal benefit in self-adaptive cloud.,2014,Tao Chen 0001 & Rami Bahsoon,conf/icse/ChenB14,https://doi.org/10.1145/2593929.2593931,Self-Adaptive_Systems
Adaptive Impedance Controller for Human-Robot Arbitration based on Cooperative Differential Game Theory.,2022,Paolo Franceschi & Nicola Pedrocchi & Manuel Beschi,conf/icra/FranceschiPB22,https://doi.org/10.1109/ICRA46639.2022.9811853,Robotics
Binary-LoRAX: Low-Latency Runtime Adaptable XNOR Classifier for Semi-Autonomous Grasping with Prosthetic Hands.,2021,Nael Fasfous & Manoj Rohit Vemparala & Alexander Frickenstein & Mohamed Badawy & Felix Hundhausen & Julian Höfer & Naveen Shankar Nagaraja & Christian Unger & Hans-Jörg Vögel & Jürgen Becker 0001 & Tamim Asfour & Walter Stechele,conf/icra/FasfousVFBHHNUV21,https://doi.org/10.1109/ICRA48506.2021.9561045,Robotics
Integration of Self-Sealing Suction Cups on the FLEXotendon Glove-II Robotic Exoskeleton System.,2020,Seokhwan Jeong & Phillip Tran & Jaydev P. Desai,journals/ral/JeongTD20,https://doi.org/10.1109/LRA.2020.2965895,Robotics
Task-specific Self-body Controller Acquisition by Musculoskeletal Humanoids: Application to Pedal Control in Autonomous Driving.,2019,Kento Kawaharazuka & Kei Tsuzuki & Shogo Makino & Moritaka Onitsuka & Koki Shinjo & Yuki Asano & Kei Okada & Koji Kawasaki & Masayuki Inaba,conf/iros/KawaharazukaTMO19,https://doi.org/10.1109/IROS40897.2019.8967910,Robotics
Exploring Vestibulo-Ocular Adaptation in a Closed-Loop Neuro-Robotic Experiment Using STDP. A Simulation Study.,2018,Francisco Naveros & Jesús Alberto Garrido & Angelo Arleo & Eduardo Ros 0001 & Niceto R. Luque,conf/iros/NaverosGARL18,https://doi.org/10.1109/IROS.2018.8594019,Robotics
Iterative Program Synthesis for Adaptable Social Navigation.,2021,Jarrett Holtz & Simon Andrews & Arjun Guha & Joydeep Biswas,conf/iros/HoltzAGB21,https://doi.org/10.1109/IROS51168.2021.9636540,Robotics
Gaussian Process Self-triggered Policy Search in Weakly Observable Environments.,2022,Hikaru Sasaki & Terushi Hirabayashi & Kaoru Kawabata & Takamitsu Matsubara,conf/icra/SasakiHKM22,https://doi.org/10.1109/ICRA46639.2022.9811781,Robotics
Implicit adaptive multi-robot coordination in dynamic environments.,2015,Mitchell K. Colby & Jen Jen Chung & Kagan Tumer,conf/iros/ColbyCT15,https://doi.org/10.1109/IROS.2015.7354105,Robotics
Augmenting Self-Stability: Height Control of a Bernoulli Ball via Bang-Bang Control.,2020,Toby Howison & Fabio Giardina & Fumiya Iida,conf/icra/HowisonGI20,https://doi.org/10.1109/ICRA40945.2020.9197391,Robotics
A Multi-objective Performance Optimization Approach for Self-adaptive Architectures.,2020,Davide Arcelli,conf/ecsa/Arcelli20,https://doi.org/10.1007/978-3-030-58923-3_9,Software_Architecture
A Reference Architecture for Deploying Component-Based Robot Software and Comparison with Existing Tools.,2018,Nico Hochgeschwender & Geoffrey Biggs & Holger Voos,conf/irc/Hochgeschwender18,https://doi.org/10.1109/IRC.2018.00026,Robotics
