title,year,authors,key,ee,venue_category
3D Printed Single Incision Laparoscopic Manipulator System Adapted to the Required Forces in Laparoscopic Surgery.,2019,Sandra V. Brecht & Matthias Stock & Jens-Uwe Stolzenburg & Tim C. Lueth,conf/iros/BrechtSSL19,https://doi.org/10.1109/IROS40897.2019.8967729,Robotics
Toward tissue penetration by MRI-powered millirobots using a self-assembled Gauss gun.,2015,Aaron T. Becker & Ouajdi Felfoul & Pierre E. Dupont,conf/icra/BeckerFD15,https://doi.org/10.1109/ICRA.2015.7139341,Robotics
FireAnt3D: a 3D self-climbing robot towards non-latticed robotic self-assembly.,2020,Petras Swissler & Michael Rubenstein,conf/iros/SwisslerR20,https://doi.org/10.1109/IROS45743.2020.9341116,Robotics
A Self-Tuning Impedance Controller for Autonomous Robotic Manipulation.,2018,Pietro Balatti & Dimitrios Kanoulas & Giuseppe Francesco Rigano & Luca Muratore & Nikos G. Tsagarakis & Arash Ajoudani,conf/iros/BalattiKRMTA18,https://doi.org/10.1109/IROS.2018.8593860,Robotics
Adaptive Wave Reconstruction Through Regulated-BMFLC for Transparency-Enhanced Telerobotics Over Delayed Networks.,2022,Navid Feizi & Rajni V. Patel & Mehrdad R. Kermani & Seyed Farokh Atashzar,journals/trob/FeiziPKA22,https://doi.org/10.1109/TRO.2022.3158195,Robotics
SeqLPD: Sequence Matching Enhanced Loop-Closure Detection Based on Large-Scale Point Cloud Description for Self-Driving Vehicles.,2019,Zhe Liu 0022 & Chuanzhe Suo & Shunbo Zhou & Fan Xu & Huanshu Wei & Wen Chen 0021 & Hesheng Wang 0001 & Xinwu Liang & Yun-Hui Liu,conf/iros/LiuSZXWCWLL19,https://doi.org/10.1109/IROS40897.2019.8967875,Robotics
Autonomous Terrain Classification With Co- and Self-Training Approach.,2016,Kyohei Otsu & Masahiro Ono & Thomas J. Fuchs & Ian Baldwin & Takashi Kubota,journals/ral/OtsuOFBK16,https://doi.org/10.1109/LRA.2016.2525040,Robotics
Remote Telemanipulation with Adapting Viewpoints in Visually Complex Environments.,2019,Daniel Rakita & Bilge Mutlu & Michael Gleicher,conf/rss/RakitaMG19,https://doi.org/10.15607/RSS.2019.XV.068,Robotics
Learning-Enhanced Adaptive Robust GNSS Navigation in Challenging Environments.,2022,Yi Ding & Paul Chauchat & Gaël Pagès & Philippe Asseman,journals/ral/DingCPA22,https://doi.org/10.1109/LRA.2022.3192889,Robotics
Content Disentanglement for Semantically Consistent Synthetic-to-Real Domain Adaptation.,2021,Mert Keser & Artem Savkin & Federico Tombari,conf/iros/KeserST21,https://doi.org/10.1109/IROS51168.2021.9635948,Robotics
Bi-Directional Domain Adaptation for Sim2Real Transfer of Embodied Navigation Agents.,2021,Joanne Truong & Sonia Chernova & Dhruv Batra,journals/ral/TruongCB21,https://doi.org/10.1109/LRA.2021.3062303,Robotics
A Framework for Robot Self-Assessment of Expected Task Performance.,2022,Tyler M. Frasca & Matthias Scheutz,journals/ral/FrascaS22,https://doi.org/10.1109/LRA.2022.3219024,Robotics
Unsupervised Domain Adaptation in LiDAR Semantic Segmentation with Self-Supervision and Gated Adapters.,2022,Mrigank Rochan & Shubhra Aich & Eduardo R. Corral-Soto & Amir Nabatchian & Bingbing Liu,conf/icra/RochanACNL22,https://doi.org/10.1109/ICRA46639.2022.9811654,Robotics
Walking Posture Adaptation for Legged Robot Navigation in Confined Spaces.,2019,Russell Buchanan & Tirthankar Bandyopadhyay & Marko Bjelonic & Lorenz Wellhausen & Marco Hutter 0001 & Navinda Kottege,journals/ral/BuchananBBWHK19,https://doi.org/10.1109/LRA.2019.2899664,Robotics
Claims and Evidence for Architecture-Based Self-adaptation: A Systematic Literature Review.,2013,Danny Weyns & Tanvir Ahmad,conf/ecsa/WeynsA13,https://doi.org/10.1007/978-3-642-39031-9_22,Software_Architecture
Model-Based Specification of Control Architectures for Compliant Interaction with the Environment.,2020,Dennis Leroy Wigand & Niels Dehio & Sebastian Wrede 0001,conf/iros/WigandD020,https://doi.org/10.1109/IROS45743.2020.9340718,Robotics
Tidying Deep Saliency Prediction Architectures.,2020,Navyasri Reddy & Samyak Jain & Pradeep Yarlagadda & Vineet Gandhi,conf/iros/ReddyJYG20,https://doi.org/10.1109/IROS45743.2020.9341574,Robotics
Attentional-GCNN: Adaptive Pedestrian Trajectory Prediction towards Generic Autonomous Vehicle Use Cases.,2021,Kunming Li & Stuart Eiffert & Mao Shan & Francisco Gomez-Donoso & Stewart Worrall & Eduardo M. Nebot,conf/icra/LiESGWN21,https://doi.org/10.1109/ICRA48506.2021.9561480,Robotics
Bayesian Meta-Learning for Few-Shot Policy Adaptation Across Robotic Platforms.,2021,Ali Ghadirzadeh & Xi Chen 0051 & Petra Poklukar & Chelsea Finn & Mårten Björkman & Danica Kragic,conf/iros/Ghadirzadeh0PFB21,https://doi.org/10.1109/IROS51168.2021.9636628,Robotics
Recursive Feasibility Guided Optimal Parameter Adaptation of Differential Convex Optimization Policies for Safety-Critical Systems.,2022,Hardik Parwana & Dimitra Panagou,conf/icra/ParwanaP22,https://doi.org/10.1109/ICRA46639.2022.9812398,Robotics
Data-Driven Adaptive Iterative Learning Control of a Compliant Rehabilitation Robot for Repetitive Ankle Training.,2023,Kun Qian & Zhenhong Li 0002 & Zhiqiang Zhang 0001 & Gu-Qiang Li & Sheng Quan Xie,journals/ral/QianLZLX23,https://doi.org/10.1109/LRA.2022.3229570,Robotics
Adaptive Task Scheduling for an Assembly Task Coworker Robot Based on Incremental Learning of Human's Motion Patterns.,2017,Jun Kinugawa & Akira Kanazawa & Shogo Arai & Kazuhiro Kosuge,journals/ral/KinugawaKAK17,https://doi.org/10.1109/LRA.2017.2655565,Robotics
Fast and Continuous Foothold Adaptation for Dynamic Locomotion Through CNNs.,2019,Octavio Antonio Villarreal-Magaña & Victor Barasuol & Marco Camurri & Luca Franceschi 0001 & Michele Focchi & Massimiliano Pontil & Darwin G. Caldwell & Claudio Semini,journals/ral/MaganaBCFFPCS19,https://doi.org/10.1109/LRA.2019.2899434,Robotics
GNGraph: Self-Organizing Maps for Autonomous Aerial Vehicle Planning.,2022,Edwin Paul Herrera Alarcón & Massimo Satler & Marco Vannucci & Carlo Alberto Avizzano,journals/ral/AlarconSVA22,https://doi.org/10.1109/LRA.2022.3195192,Robotics
Dual-space adaptive control of redundantly actuated parallel manipulators for extremely fast operations with load changes.,2012,Guilherme Sartori Natal & Ahmed Chemori & François Pierrot,conf/icra/NatalCP12,https://doi.org/10.1109/ICRA.2012.6224597,Robotics
Sim-to-Real Visual Grasping via State Representation Learning Based on Combining Pixel-Level and Feature-Level Domain Adaptation.,2021,Youngbin Park & Sang Hyoung Lee & Il Hong Suh,conf/icra/ParkLS21,https://doi.org/10.1109/ICRA48506.2021.9561302,Robotics
Building a Winning Self-Driving Car in Six Months.,2019,Keenan Burnett & Andreas Schimpe & Sepehr Samavi & Mona Gridseth & Chengzhi Winston Liu & Qiyang Li & Zachary Kroeze & Angela P. Schoellig,conf/icra/BurnettSSGLLKS19,https://doi.org/10.1109/ICRA.2019.8794029,Robotics
Self-supervised Transfer Learning for Instance Segmentation through Physical Interaction.,2019,Andreas Eitel & Nico Hauff & Wolfram Burgard,conf/iros/EitelHB19,https://doi.org/10.1109/IROS40897.2019.8967915,Robotics
Manipulation Planning Among Movable Obstacles Using Physics-Based Adaptive Motion Primitives.,2021,Dhruv Mauria Saxena & Muhammad Suhail Saleem & Maxim Likhachev,conf/icra/SaxenaSL21,https://doi.org/10.1109/ICRA48506.2021.9561221,Robotics
QP-based adaptive-gains compliance control in humanoid falls.,2017,Vincent Samy & Karim Bouyarmane & Abderrahmane Kheddar,conf/icra/SamyBK17,https://doi.org/10.1109/ICRA.2017.7989553,Robotics
SRSL: Monocular self-referenced line structured light.,2015,Alexander Duda & Jakob Schwendner & Christopher Gaudig,conf/iros/DudaSG15,https://doi.org/10.1109/IROS.2015.7353451,Robotics
Decentralized path planning for coverage tasks using gradient descent adaptive control.,2014,Daniel E. Soltero & Mac Schwager & Daniela Rus,journals/ijrr/SolteroSR14,https://doi.org/10.1177/0278364913497241,Robotics
Safe adaptation in multiagent competition.,2022,Macheng Shen & Jonathan P. How,conf/iros/ShenH22,https://doi.org/10.1109/IROS47612.2022.9981763,Robotics
Detecting Emergent Interference in Integration of Multiple Self-Adaptive Systems.,2014,Somayeh Malakuti,conf/ecsa/Malakuti14,https://doi.org/10.1145/2642803.2642826,Software_Architecture
A Simple Self-Supervised IMU Denoising Method for Inertial Aided Navigation.,2023,Kaiwen Yuan & Z. Jane Wang 0001,journals/ral/YuanW23,https://doi.org/10.1109/LRA.2023.3234778,Robotics
Design of a Self-Adaptive Robotic Leg Using a Triggered Compliant Element.,2017,Dmitri Fedorov & Lionel Birglen,journals/ral/FedorovB17,https://doi.org/10.1109/LRA.2017.2670678,Robotics
Unsupervised Domain Adaptation Through Inter-Modal Rotation for RGB-D Object Recognition.,2020,Mohammad Reza Loghmani & Luca Robbiano & Mirco Planamente & Kiru Park & Barbara Caputo & Markus Vincze,journals/ral/LoghmaniRPPCV20,https://doi.org/10.1109/LRA.2020.3007092,Robotics
Characterization and validation of a novel robotic system for fluid-mediated programmable stochastic self-assembly.,2016,Bahar Haghighat & Alcherio Martinoli,conf/iros/HaghighatM16,https://doi.org/10.1109/IROS.2016.7759431,Robotics
Adaptive Parameter EXploration (APEX): Adaptation of robot autonomy from human participation.,2014,Anqi Xu & Arnold Kalmbach & Gregory Dudek,conf/icra/XuKD14,https://doi.org/10.1109/ICRA.2014.6907336,Robotics
UnDAF: A General Unsupervised Domain Adaptation Framework for Disparity or Optical Flow Estimation.,2022,Hengli Wang & Rui Fan 0001 & Peide Cai & Ming Liu 0001 & Lujia Wang,conf/icra/Wang0C0W22,https://doi.org/10.1109/ICRA46639.2022.9811811,Robotics
Seizing failure-tolerant differential redundant drive mechanism and control technique for two-wheeled; self-balancing vehicle.,2015,Kiyoshi Fujiwara & Takuya Ogure & Geoffrey Biggs,conf/iros/FujiwaraOB15,https://doi.org/10.1109/IROS.2015.7354042,Robotics
Context is Everything: Implicit Identification for Dynamics Adaptation.,2022,Ben Evans & Abitha Thankaraj & Lerrel Pinto,conf/icra/EvansTP22,https://doi.org/10.1109/ICRA46639.2022.9812119,Robotics
A Passively Adaptive Rotary-to-Linear Continuously Variable Transmission.,2014,Joseph T. Belter & Aaron M. Dollar,journals/trob/BelterD14,https://doi.org/10.1109/TRO.2014.2333096,Robotics
Adaptive Informative Path Planning Using Deep Reinforcement Learning for UAV-based Active Sensing.,2022,Julius Rückin & Liren Jin & Marija Popovic,conf/icra/RuckinJP22,https://doi.org/10.1109/ICRA46639.2022.9812025,Robotics
A self-locking-type expansion mechanism to achieve high holding force and pipe-passing capability for a pneumatic in-pipe robot.,2017,Tomonari Yamamoto & Masashi Konyo & Kenjiro Tadakuma & Satoshi Tadokoro,conf/icra/YamamotoKTT17,https://doi.org/10.1109/ICRA.2017.7989221,Robotics
Online self-calibration for robotic systems.,2016,Jérôme Maye & Hannes Sommer & Gabriel Agamennoni & Roland Siegwart & Paul Timothy Furgale,journals/ijrr/MayeSASF16,https://doi.org/10.1177/0278364915596232,Robotics
CASSL: Curriculum Accelerated Self-Supervised Learning.,2018,Adithyavairavan Murali & Lerrel Pinto & Dhiraj Gandhi & Abhinav Gupta 0001,conf/icra/MuraliPGG18,https://doi.org/10.1109/ICRA.2018.8463147,Robotics
Hierarchical Fingertip Space: A Unified Framework for Grasp Planning and In-Hand Grasp Adaptation.,2016,Kaiyu Hang & Miao Li & Johannes A. Stork & Yasemin Bekiroglu & Florian T. Pokorny & Aude Billard & Danica Kragic,journals/trob/HangLSBPBK16,https://doi.org/10.1109/TRO.2016.2588879,Robotics
Depth by Poking: Learning to Estimate Depth from Self-Supervised Grasping.,2020,Ben Goodrich & Alex Kuefler & William D. Richards,conf/icra/GoodrichKR20,https://doi.org/10.1109/ICRA40945.2020.9196797,Robotics
Online Adaptation of Robot Pushing Control to Object Properties.,2018,Senka Krivic & Justus H. Piater,conf/iros/KrivicP18,https://doi.org/10.1109/IROS.2018.8594192,Robotics
"""Can ants inspire robots?"" Self-organized decision making in robotic swarms.",2012,Arne Brutschy & Alexander Scheidler & Eliseo Ferrante & Marco Dorigo & Mauro Birattari,conf/iros/BrutschySFDB12,https://doi.org/10.1109/IROS.2012.6386273,Robotics
Self-adaptive corner detection on MPSoC through resource-aware programming.,2015,Johny Paul & Benjamin Oechslein & Christoph Erhardt & Jens Schedel & Manfred Kröhnert & Daniel Lohmann & Walter Stechele & Tamim Asfour & Wolfgang Schröder-Preikschat,journals/jsa/PaulOESKLSAS15,https://doi.org/10.1016/j.sysarc.2015.07.011,Software_Architecture
Scapegoat: An Adaptive Monitoring Framework for Component-Based Systems.,2014,Inti Y. Gonzalez-Herrera & Johann Bourcier & Erwan Daubert & Walter Rudametkin & Olivier Barais & François Fouquet & Jean-Marc Jézéquel,conf/wicsa/Gonzalez-HerreraBDRBFJ14,https://doi.org/10.1109/WICSA.2014.49,Software_Architecture
Grasp Pose Selection Under Region Constraints for Dirty Dish Grasps Based on Inference of Grasp Success Probability through Self-Supervised Learning.,2022,Shumpei Wakabayashi & Shingo Kitagawa & Kento Kawaharazuka & Takayuki Murooka & Kei Okada & Masayuki Inaba,conf/icra/WakabayashiKKMO22,https://doi.org/10.1109/ICRA46639.2022.9812084,Robotics
Rapid transfer of controllers between UAVs using learning-based adaptive control.,2013,Girish Chowdhary 0001 & Tongbin Wu & Mark Cutler & Jonathan P. How,conf/icra/ChowdharyWCH13,https://doi.org/10.1109/ICRA.2013.6631353,Robotics
A Dexterous; Reconfigurable; Adaptive Robot Hand Combining Anthropomorphic and Interdigitated Configurations.,2021,Geng Gao & Jayden Chapman & Saori Matsunaga & Toshisada Mariyama & Bruce A. MacDonald & Minas V. Liarokapis,conf/iros/GaoCMMML21,https://doi.org/10.1109/IROS51168.2021.9636538,Robotics
Self-improvement of learned action models with learned goal models.,2015,Baris Akgün & Andrea Lockerd Thomaz,conf/iros/AkgunT15,https://doi.org/10.1109/IROS.2015.7354119,Robotics
Modular Adaptive Policy Selection for Multi- Task Imitation Learning through Task Division.,2022,Dafni Antotsiou & Carlo Ciliberto & Tae-Kyun Kim,conf/icra/AntotsiouCK22,https://doi.org/10.1109/ICRA46639.2022.9811819,Robotics
Robot Operating System 2: Design; architecture; and uses in the wild.,2022,Steven Macenski & Tully Foote & Brian P. Gerkey & Chris Lalancette & William Woodall,journals/scirobotics/MacenskiFGLW22,https://doi.org/10.1126/scirobotics.abm6074,Robotics
Adaptive Bingham Distribution Based Filter for SE (3) Estimation.,2019,Feiran Li & Gustavo Alfonso Garcia Ricardez & Jun Takamatsu & Tsukasa Ogasawara,conf/icra/LiRTO19,https://doi.org/10.1109/ICRA.2019.8793997,Robotics
