title,year,authors,key,ee,venue_category
SelfDeco: Self-Supervised Monocular Depth Completion in Challenging Indoor Environments.,2021,Jaehoon Choi & Dongki Jung & Yonghan Lee & Deokhwa Kim & Dinesh Manocha & Donghwan Lee,conf/icra/ChoiJLKML21,https://doi.org/10.1109/ICRA48506.2021.9560831,Robotics
Self-assembling sensors for printable machines.,2014,ByungHyun Shin & Samuel M. Felton & Michael Thomas Tolley & Robert J. Wood,conf/icra/ShinFTW14,https://doi.org/10.1109/ICRA.2014.6907503,Robotics
Self-Management of ROV Umbilical Using Sliding Buoys and Stop.,2022,Christophe Viel,journals/ral/Viel22,https://doi.org/10.1109/LRA.2022.3187267,Robotics
Schedulability analysis and stack size minimization for adaptive mixed criticality scheduling with semi-Clairvoyance and preemption thresholds.,2022,Qingling Zhao & Mengfei Qu & Bo Huang & Zhe Jiang 0004 & Haibo Zeng,journals/jsa/ZhaoQHJZ22,https://doi.org/10.1016/j.sysarc.2021.102383,Software_Architecture
Collaborative manipulation and transport of passive pieces using the self-reconfigurable modular robots roombots.,2013,Stéphane Bonardi & Massimo Vespignani & Rico Moeckel & Auke Jan Ijspeert,conf/iros/BonardiVMI13,https://doi.org/10.1109/IROS.2013.6696694,Robotics
Autonomous and Adaptive Navigation for Terrestrial-Aerial Bimodal Vehicles.,2022,Ruibin Zhang & Yuze Wu & Lixian Zhang & Chao Xu 0001 & Fei Gao 0011,journals/ral/ZhangWZXG22,https://doi.org/10.1109/LRA.2022.3145505,Robotics
Single-Grasp; Model-Free Object Classification using a Hyper-Adaptive Hand; Google Soli; and Tactile Sensors.,2018,Zak Flintoff & Bruno Johnston & Minas V. Liarokapis,conf/iros/FlintoffJL18,https://doi.org/10.1109/IROS.2018.8594166,Robotics
Learning compliant grasping and manipulation by teleoperation with adaptive force control.,2021,Chao Zeng 0002 & Shuang Li & Yiming Jiang & Qiang Li & Zhaopeng Chen & Chenguang Yang & Jianwei Zhang 0001,conf/iros/ZengLJLCYZ21,https://doi.org/10.1109/IROS51168.2021.9636832,Robotics
Full body motion adaption based on task-space distance meshes.,2014,Thomas Nierhoff & Sandra Hirche & Wataru Takano & Yoshihiko Nakamura,conf/icra/NierhoffHTN14,https://doi.org/10.1109/ICRA.2014.6907104,Robotics
Uncertainty-Aware Self-Improving Framework for Depth Estimation.,2022,Xinyu Nie & Dianxi Shi & Ruihao Li 0001 & Zhe Liu 0029 & Xucan Chen,journals/ral/NieSLLC22,https://doi.org/10.1109/LRA.2021.3116293,Robotics
Perceptual development triggered by its self-organization in cognitive learning.,2012,Yuji Kawai & Yukie Nagai & Minoru Asada,conf/iros/KawaiNA12,https://doi.org/10.1109/IROS.2012.6386102,Robotics
Tire mounting on a car using the real-time control architecture ARCADE.,2012,Thomas Nierhoff & Lei Lou & Vasiliki Koropouli & Martin Eggers & Timo Fritzsch & Omiros Kourakos & Kolja Kühnlenz & Dongheui Lee & Bernd Radig & Martin Buss & Sandra Hirche,conf/iros/NierhoffLKEFKKLRBH12,https://doi.org/10.1109/IROS.2012.6386094,Robotics
Toward Orientation Learning and Adaptation in Cartesian Space.,2021,Yanlong Huang & Fares J. Abu-Dakka & João Silvério & Darwin G. Caldwell,journals/trob/HuangASC21,https://doi.org/10.1109/TRO.2020.3010633,Robotics
Development of an adaptive hexapod robot based on Follow-the-contact-point gait control and Timekeeper control.,2019,Yuki Murata & Shinkichi Inagaki & Tatsuya Suzuki 0001,conf/iros/MurataI019,https://doi.org/10.1109/IROS40897.2019.8968158,Robotics
Adaptive Path Following of Underactuated Snake Robot on Unknown and Varied Frictions Ground: Theory and Validations.,2018,Gang Wang 0024 & Weixin Yang & Yantao Shen 0001 & Haiyan Shao & Chaoli Wang 0002,journals/ral/WangYSSW18,https://doi.org/10.1109/LRA.2018.2864602,Robotics
Multimodal Scale Consistency and Awareness for Monocular Self-Supervised Depth Estimation.,2021,Hemang Chawla & Arnav Varma & Elahe Arani & Bahram Zonooz,conf/icra/ChawlaVAZ21,https://doi.org/10.1109/ICRA48506.2021.9561441,Robotics
Unilateral stiffness modulation with a robotic hip exoskeleton elicits adaptation during gait.,2022,Mark Price & Banu Abdikadirova & Dominic Locurto & Jonaz Moreno Jaramillo & Nicholas Cline & Wouter Hoogkamer & Meghan E. Huber,conf/iros/PriceALJCHH22,https://doi.org/10.1109/IROS47612.2022.9981067,Robotics
Coordinated Appendages Accumulate More Energy to Self-Right on the Ground.,2020,Qihan Xuan & Chen Li 0017,journals/ral/XuanL20,https://doi.org/10.1109/LRA.2020.3011389,Robotics
Adaptive Cross-Coupled Control of Cable-Driven Parallel Robots With Model Uncertainties.,2020,Weiwei Shang 0001 & Fei Xie & Bin Zhang 0035 & Shuang Cong & Zhijun Li 0001,journals/ral/ShangXZCL20,https://doi.org/10.1109/LRA.2020.2988430,Robotics
Kitting in the Wild through Online Domain Adaptation.,2018,Massimiliano Mancini & Hakan Karaoguz & Elisa Ricci 0001 & Patric Jensfelt & Barbara Caputo,conf/iros/ManciniK0JC18,https://doi.org/10.1109/IROS.2018.8593862,Robotics
Position-based monocular visual servoing of an unknown target using online self-supervised learning.,2019,Chungkeun Lee & Hoseong Seo & H. Jin Kim,conf/iros/LeeSK19,https://doi.org/10.1109/IROS40897.2019.8968216,Robotics
On the dynamics of a quadruped robot model with impedance control: Self-stabilizing high speed trot-running and period-doubling bifurcations.,2014,Jongwoo Lee & Dong Jin Hyun & Jooeun Ahn & Sangbae Kim & Neville Hogan,conf/iros/LeeHAKH14,https://doi.org/10.1109/IROS.2014.6943260,Robotics
Self-triggered Adaptive Planning and Scheduling of UAV Operations.,2018,Esen Yel & Tony X. Lin & Nicola Bezzo,conf/icra/YelLB18,https://doi.org/10.1109/ICRA.2018.8463205,Robotics
Control Software Architectures for Cooperative Multi Unmanned Aerial Vehicles Manipulator Systems,2014,"Gianluca, Antonelli; Khelifa, Baizid; Fabrizio, Caccavale; Gerardo, Giglio; Giuseppe, Muscio; Francesco, Pierri",journals/joser,http://hdl.handle.net/10446/87668,Robotics
Adaptive Loss Balancing for Multitask Learning of Object Instance Recognition and 3D Pose Estimation.,2019,Takashi Hosono & Yuuna Hoshi & Jun Shimamura & Atsushi Sagata,conf/iros/HosonoHSS19,https://doi.org/10.1109/IROS40897.2019.8968614,Robotics
An In-pipe Inspection Module with an Omnidirectional Bent-pipe Self-adaptation Mechanism using a Joint Torque Control.,2019,Atsushi Kakogawa & Shugen Ma,conf/iros/KakogawaM19,https://doi.org/10.1109/IROS40897.2019.8968221,Robotics
Self-Supervised Reinforcement Learning for Active Object Detection.,2022,Fen Fang & Wenyu Liang & Yan Wu 0002 & Qianli Xu & Joo-Hwee Lim,journals/ral/FangLWXL22,https://doi.org/10.1109/LRA.2022.3193019,Robotics
Visionary: Vision architecture discovery for robot learning.,2021,Iretiayo Akinola & Anelia Angelova & Yao Lu 0006 & Yevgen Chebotar & Dmitry Kalashnikov & Jacob Varley & Julian Ibarz & Michael S. Ryoo,conf/icra/AkinolaALCKVIR21,https://doi.org/10.1109/ICRA48506.2021.9561998,Robotics
Expectation-Maximization for Adaptive Mixture Models in Graph Optimization.,2019,Tim Pfeifer & Peter Protzel,conf/icra/PfeiferP19,https://doi.org/10.1109/ICRA.2019.8793601,Robotics
Game Theoretic Planning for Self-Driving Cars in Competitive Scenarios.,2019,Mingyu Wang & Zijian Wang 0003 & John Talbot & J. Christian Gerdes & Mac Schwager,conf/rss/WangWTGS19,https://doi.org/10.15607/RSS.2019.XV.048,Robotics
