hit num,title,year,authors,key,ee,venue_category
271,Learning from Physical Human Feedback: An Object-Centric One-Shot Adaptation Method.,2023,Alvin Shek & Bo Ying Su & Rui Chen 0030 & Changliu Liu,conf/icra/ShekSCL23,https://doi.org/10.1109/ICRA48891.2023.10161416,Robotics
276,Test-time Domain Adaptation for Monocular Depth Estimation.,2023,Zhi Li 0055 & Shaoshuai Shi & Bernt Schiele & Dengxin Dai,conf/icra/LiSSD23,https://doi.org/10.1109/ICRA48891.2023.10161304,Robotics
278,Sample; Crop; Track: Self-Supervised Mobile 3D Object Detection for Urban Driving LiDAR.,2023,Sangyun Shin & Stuart Golodetz & Madhu Vankadari & Kaichen Zhou & Andrew Markham & Niki Trigoni,conf/icra/ShinGVZMT23,https://doi.org/10.1109/ICRA48891.2023.10160980,Robotics
280,Gaka-Chu: A Self-Employed Autonomous Robot Artist.,2023,Eduardo Castelló Ferrer & Ivan Berman & Aleksandr A. Kapitonov & Vadim Manaenko & Makar Chernyaev & Pavel Tarasov,conf/icra/FerrerBKMCT23,https://doi.org/10.1109/ICRA48891.2023.10160866,Robotics
281,Dextrous Tactile In-Hand Manipulation Using a Modular Reinforcement Learning Architecture.,2023,Johannes Pitz & Lennart Röstel & Leon Sievers & Berthold Bäuml,conf/icra/PitzRSB23,https://doi.org/10.1109/ICRA48891.2023.10160756,Robotics
284,AI-Based Multi-Object Relative State Estimation with Self-Calibration Capabilities.,2023,Thomas Jantos & Christian Brommer & Eren Allak & Stephan Weiss 0002 & Jan Steinbrener,conf/icra/JantosBAWS23,https://doi.org/10.1109/ICRA48891.2023.10161375,Robotics
285,The New Dexterity Adaptive Humanlike Robot Hand: Employing a Reconfigurable Palm for Robust Grasping and Dexterous Manipulation.,2023,Geng Gao & Anany Dwivedi & Minas V. Liarokapis,conf/icra/GaoDL23,https://doi.org/10.1109/ICRA48891.2023.10161369,Robotics
287,Semi-autonomous robotic control of a self-shaping cochlear implant.,2023,Daniel Bautista-Salinas & Conor Kirby & Mohamed E. M. K. Abdelaziz & Burak Temelkuran & Charlie T. Huins & Ferdinando Rodriguez y Baena,conf/icra/BautistaSalinasKATHB23,https://doi.org/10.1109/ICRA48891.2023.10161565,Robotics
288,Improving Video Super-Resolution with Long-Term Self-Exemplars.,2023,Guotao Meng & Yue Wu 0012 & Qifeng Chen,conf/icra/MengWC23,https://doi.org/10.1109/ICRA48891.2023.10160844,Robotics
290,Design optimization of a bone-attached; redundant and reconfigurable parallel kinematic device for skull surgery.,2014,Jan-Philipp Kobler & Jens Kotlarski & G. Jakob Lexow & Omid Majdani & Tobias Ortmaier,conf/icra/KoblerKLMO14,https://doi.org/10.1109/ICRA.2014.6907187,Robotics
308,Uncertainty Quantification of Collaborative Detection for Self-Driving.,2023,Sanbao Su & Yiming Li 0003 & Sihong He & Songyang Han & Chen Feng 0002 & Caiwen Ding & Fei Miao,conf/icra/SuLHHFDM23,https://doi.org/10.1109/ICRA48891.2023.10160367,Robotics
310,Bilateral asymmetric hip stiffness applied by a robotic hip exoskeleton elicits kinematic and kinetic adaptation.,2023,Banu Abdikadirova & Mark Price & Jonaz Moreno Jaramillo & Wouter Hoogkamer & Meghan E. Huber,conf/icra/AbdikadirovaPJHH23,https://doi.org/10.1109/ICRA48891.2023.10161137,Robotics
316,WheeLeR: Wheel-Leg Reconfigurable Mechanism with Passive Gears for Mobile Robot Applications.,2019,Chuanqi Zheng & Kiju Lee,conf/icra/ZhengL19a,https://doi.org/10.1109/ICRA.2019.8793686,Robotics
319,Online augmentation of learned grasp sequence policies for more adaptable and data-efficient in-hand manipulation.,2023,Ethan K. Gordon & Rana Soltani-Zarrin,conf/icra/GordonS23,https://doi.org/10.1109/ICRA48891.2023.10161003,Robotics
320,ADAPT: Action-aware Driving Caption Transformer.,2023,Bu Jin & Xinyu Liu & Yupeng Zheng & Pengfei Li & Hao Zhao 0002 & Tong Zhang & Yuhang Zheng & Guyue Zhou & Jingjing Liu,conf/icra/JinLZLZZZZL23,https://doi.org/10.1109/ICRA48891.2023.10160326,Robotics
333,Towards Multi-Day Field Deployment Autonomy: A Long-Term Self-Sustainable Micro Aerial Vehicle Robot.,2023,Stephen J. Carlson & Prateek Arora & Tolga Karakurt & Brandon Moore & Christos Papachristos,conf/icra/CarlsonAKMP23,https://doi.org/10.1109/ICRA48891.2023.10161014,Robotics
340,Resilience in multi-robot target tracking through reconfiguration.,2020,Ragesh K. Ramachandran & Nicole Fronda & Gaurav S. Sukhatme,conf/icra/RamachandranFS20,https://doi.org/10.1109/ICRA40945.2020.9196961,Robotics
342,ConDA: Unsupervised Domain Adaptation for LiDAR Segmentation via Regularized Domain Concatenation.,2023,Lingdong Kong & Niamul Quader & Venice Erin Liong,conf/icra/KongQL23,https://doi.org/10.1109/ICRA48891.2023.10160410,Robotics
346,AdaSfM: From Coarse Global to Fine Incremental Adaptive Structure from Motion.,2023,Yu Chen & Zihao Yu & Shu Song & Tianning Yu & Jianming Li & Gim Hee Lee,conf/icra/ChenYSYLL23,https://doi.org/10.1109/ICRA48891.2023.10161140,Robotics
350,Reinforcement Learning Control of a Reconfigurable Planar Cable Driven Parallel Manipulator.,2023,Adhiti Raman & Amey A. Salvi & Matthias J. Schmid & Venkat Krovi,conf/icra/RamanSSK23,https://doi.org/10.1109/ICRA48891.2023.10160498,Robotics
351,Adaptive Keyframe Generation based LiDAR Inertial Odometry for Complex Underground Environments.,2023,Boseong Kim & Chanyoung Jung & David Hyunchul Shim & Ali-akbar Agha-mohammadi,conf/icra/KimJSA23,https://doi.org/10.1109/ICRA48891.2023.10161207,Robotics
353,Grey-Box Learning of Adaptive Manipulation Primitives for Robotic Assembly.,2023,Marco Braun & Sebastian Wrede 0001,conf/icra/BraunW23,https://doi.org/10.1109/ICRA48891.2023.10161077,Robotics
354,MPC with Sensor-Based Online Cost Adaptation.,2023,Avadesh Meduri & Huaijiang Zhu & Armand Jordana & Ludovic Righetti,conf/icra/MeduriZJR23,https://doi.org/10.1109/ICRA48891.2023.10161280,Robotics
358,Synthetic-to-Real Domain Adaptation for Action Recognition: A Dataset and Baseline Performances.,2023,Arun V. Reddy & Ketul Shah & William Paul & Rohita Mocharla & Judy Hoffman & Kapil D. Katyal & Dinesh Manocha & Celso M. de Melo & Rama Chellappa,conf/icra/ReddySPMHKMMC23,https://doi.org/10.1109/ICRA48891.2023.10160416,Robotics
361,Computational Methods to Support Prototyping of an Adaptive Robot Joystick Controller for Children with Upper Limb Impairments.,2023,Mélanie Jouaiti & Negin Azizi & Kerstin Dautenhahn,conf/icra/JouaitiAD23,https://doi.org/10.1109/ICRA48891.2023.10160808,Robotics
363,Deep Neural Network Architecture Search for Accurate Visual Pose Estimation aboard Nano-UAVs.,2023,Elia Cereda & Luca Crupi & Matteo Risso & Alessio Burrello & Luca Benini & Alessandro Giusti & Daniele Jahier Pagliari & Daniele Palossi,conf/icra/CeredaCRBBGPP23,https://doi.org/10.1109/ICRA48891.2023.10160369,Robotics
365,PointCloudLab: An Environment for 3D Point Cloud Annotation with Adapted Visual Aids and Levels of Immersion.,2023,Achref Doula & Tobias Güdelhöfer & Andrii Matviienko & Max Mühlhäuser & Alejandro Sánchez Guinea,conf/icra/DoulaGMMG23,https://doi.org/10.1109/ICRA48891.2023.10160225,Robotics
376,Collaborative Scheduling with Adaptation to Failure for Heterogeneous Robot Teams.,2023,Peng Gao & Sriram Siva & Anthony Micciche & Hao Zhang 0011,conf/icra/GaoSMZ23,https://doi.org/10.1109/ICRA48891.2023.10161502,Robotics
378,Online Visual SLAM Adaptation against Catastrophic Forgetting with Cycle-Consistent Contrastive Learning.,2023,Sangni Xu & Hao Xiong 0001 & Qiuxia Wu & Tingting Yao & Zhihui Wang 0001 & Zhiyong Wang 0001,conf/icra/XuXWYWW23,https://doi.org/10.1109/ICRA48891.2023.10161464,Robotics
389,Learnable Tegotae-based Feedback in CPGs with Sparse Observation Produces Efficient and Adaptive Locomotion.,2023,Christopher Herneth & Mitsuhiro Hayashibe & Dai Owaki,conf/icra/HernethHO23,https://doi.org/10.1109/ICRA48891.2023.10160571,Robotics
398,Minimum-Effort Task-based Design Optimization of Modular Reconfigurable Robots.,2021,Edoardo Romiti & Navvab Kashiri & Jörn Malzahn & Nikos G. Tsagarakis,conf/icra/RomitiKMT21,https://doi.org/10.1109/ICRA48506.2021.9561273,Robotics
401,Reconfigurable Network for Efficient Inferencing in Autonomous Vehicles.,2019,Shihong Fang & Anna Choromanska,conf/icra/FangC19,https://doi.org/10.1109/ICRA.2019.8794064,Robotics
412,Dynamic Reconfiguration of Mission Parameters in Underwater Human-Robot Collaboration.,2018,Md Jahidul Islam & Marc Ho & Junaed Sattar,conf/icra/IslamHS18,https://doi.org/10.1109/ICRA.2018.8461197,Robotics
418,Self-Improving Safety Performance of Reinforcement Learning Based Driving with Black-Box Verification Algorithms.,2023,Resul Dagdanov & Halil Durmus & Nazim Kemal Ure,conf/icra/DagdanovDU23,https://doi.org/10.1109/ICRA48891.2023.10160883,Robotics
424,Environment Reconfiguration Planning for Autonomous Robotic Manipulation to overcome Mobility Constraints.,2021,Prateek Arora & Christos Papachristos,conf/icra/AroraP21,https://doi.org/10.1109/ICRA48506.2021.9560799,Robotics
426,A Novel Reconfigurable Revolute Joint with Adjustable Stiffness.,2019,Zhongyi Li & Weihai Chen & Shaoping Bai,conf/icra/LiCB19,https://doi.org/10.1109/ICRA.2019.8793906,Robotics
427,First demonstration of a modular and reconfigurable magnetic-manipulation system.,2015,Andrew J. Petruska & Joseph B. Brink & Jake J. Abbott,conf/icra/PetruskaBA15,https://doi.org/10.1109/ICRA.2015.7138993,Robotics
428,Adaptive approximation of dynamics gradients via interpolation to speed up trajectory optimisation.,2023,David Russell & Rafael Papallas & Mehmet Remzi Dogar,conf/icra/RussellPD23,https://doi.org/10.1109/ICRA48891.2023.10161090,Robotics
431,The Reconfigurable Aerial Robotic Chain: Modeling and Control.,2020,Huan Nguyen 0003 & Tung Dang & Kostas Alexis,conf/icra/0003DA20,https://doi.org/10.1109/ICRA40945.2020.9197184,Robotics
440,Adaptive-SpikeNet: Event-based Optical Flow Estimation using Spiking Neural Networks with Learnable Neuronal Dynamics.,2023,Adarsh Kumar Kosta & Kaushik Roy 0001,conf/icra/KostaR23,https://doi.org/10.1109/ICRA48891.2023.10160551,Robotics
445,Dynamic Reconfiguration Manipulability analyses of humanoid bipedal walking.,2013,Yosuke Kobayashi & Mamoru Minami & Akira Yanou & Tomohide Maeba,conf/icra/KobayashiMYM13,https://doi.org/10.1109/ICRA.2013.6631258,Robotics
454,DeepSeeColor: Realtime Adaptive Color Correction for Autonomous Underwater Vehicles via Deep Learning Methods.,2023,Stewart Jamieson & Jonathan P. How & Yogesh A. Girdhar,conf/icra/JamiesonHG23,https://doi.org/10.1109/ICRA48891.2023.10160477,Robotics
456,Adaptive Risk-Tendency: Nano Drone Navigation in Cluttered Environments with Distributional Reinforcement Learning.,2023,Cheng Liu & Erik-Jan van Kampen & Guido C. H. E. de Croon,conf/icra/LiuKC23,https://doi.org/10.1109/ICRA48891.2023.10160324,Robotics
465,Adaptive based Assist-as-needed control strategy for Ankle movement assistance.,2023,Rami Jradi & Hala Rifai & Yacine Amirat & Samer Mohammed,conf/icra/JradiRAM23,https://doi.org/10.1109/ICRA48891.2023.10161008,Robotics
471,Coaxial Modular Aerial System and the Reconfiguration Applications.,2023,José Baca & Syed Izzat Ullah & Pablo Rangel,conf/icra/BacaUR23,https://doi.org/10.1109/ICRA48891.2023.10161064,Robotics
472,Recognition and Reconfiguration of Lattice-Based Cellular Structures by Simple Robots.,2020,Eike Niehs & Arne Schmidt 0001 & Christian Scheffer & Daniel E. Biediger & Michael Yannuzzi & Benjamin Jenett & Amira Abdel-Rahman & Kenneth C. Cheung & Aaron T. Becker & Sándor P. Fekete,conf/icra/Niehs0SBYJACBF20,https://doi.org/10.1109/ICRA40945.2020.9196700,Robotics
473,Few-Shot Point Cloud Semantic Segmentation via Contrastive Self-Supervision and Multi-Resolution Attention.,2023,Jiahui Wang & Haiyue Zhu & Haoren Guo & Abdullah Al Mamun 0002 & Cheng-Xiang Wang 0001 & Tong Heng Lee,conf/icra/WangZGMWL23,https://doi.org/10.1109/ICRA48891.2023.10160429,Robotics
484,Failure-aware Policy Learning for Self-assessable Robotics Tasks.,2023,Kechun Xu & Runjian Chen & Shuqi Zhao & Zizhang Li & Hongxiang Yu & Ci Chen & Yue Wang 0020 & Rong Xiong,conf/icra/XuCZLYCWX23,https://doi.org/10.1109/ICRA48891.2023.10160889,Robotics
492,Source-free Unsupervised Domain Adaptation for 3D Object Detection in Adverse Weather.,2023,Deepti Hegde & Velat Kilic & Vishwanath Sindagi & A. Brinton Cooper III & Mark A. Foster & Vishal M. Patel 0001,conf/icra/HegdeKSCFP23,https://doi.org/10.1109/ICRA48891.2023.10161341,Robotics
493,FogROS2: An Adaptive Platform for Cloud and Fog Robotics Using ROS 2.,2023,Jeffrey Ichnowski & Kaiyuan Chen & Karthik Dharmarajan & Simeon Adebola & Michael Danielczuk & Victor Mayoral Vilches & Nikhil Jha & Hugo Zhan & Edith LLontop & Derek Xu & Camilo Buscaron & John Kubiatowicz & Ion Stoica & Joseph Gonzalez 0001 & Ken Goldberg,conf/icra/IchnowskiCDADVJZLXBKSGG23,https://doi.org/10.1109/ICRA48891.2023.10161307,Robotics
494,ADAPT: A 3 Degrees of Freedom Reconfigurable Force Balanced Parallel Manipulator for Aerial Applications.,2023,Kartik Suryavanshi & Salua Hamaza & Volkert van der Wijk & Just L. Herder,conf/icra/SuryavanshiHWH23,https://doi.org/10.1109/ICRA48891.2023.10160451,Robotics
497,One Training for Multiple Deployments: Polar-based Adaptive BEV Perception for Autonomous Driving.,2023,Huitong Yang & Xuyang Bai & Xinge Zhu & Yuexin Ma,conf/icra/YangBZM23,https://doi.org/10.1109/ICRA48891.2023.10161552,Robotics
499,Self-Entanglement-Free Tethered Path Planning for Non-Particle Differential-Driven Robot.,2023,Tong Yang 0006 & Jiangpin Liu & Yue Wang 0020 & Rong Xiong,conf/icra/YangLWX23,https://doi.org/10.1109/ICRA48891.2023.10160549,Robotics
510,Self-adaptive Teaching-learning-based Optimizer with Improved RBF and Sparse Autoencoder for Complex Optimization Problems.,2023,Jing Bi & Ziqi Wang & Haitao Yuan 0001 & Junfei Qiao 0001 & Jia Zhang 0001 & MengChu Zhou,conf/icra/BiWYQZZ23,https://doi.org/10.1109/ICRA48891.2023.10160442,Robotics
513,Agile Legged-Wheeled Reconfigurable Navigation Planner Applied on the CENTAURO Robot.,2020,Vignesh Sushrutha Raghavan & Dimitrios Kanoulas & Darwin G. Caldwell & Nikos G. Tsagarakis,conf/icra/RaghavanKCT20,https://doi.org/10.1109/ICRA40945.2020.9197407,Robotics
515,Panthera: Design of a Reconfigurable Pavement Sweeping Robot.,2019,Abdullah Aamir Hayat & Rizuwana Parween & Mohan Rajesh Elara & K. Parsuraman & Prathap S. Kandasamy,conf/icra/HayatPEPK19,https://doi.org/10.1109/ICRA.2019.8794268,Robotics
518,Dynamically Reconfigurable Discrete Distributed Stiffness for Inflated Beam Robots.,2020,Brian H. Do & Valory Banashek & Allison M. Okamura,conf/icra/DoBO20,https://doi.org/10.1109/ICRA40945.2020.9197237,Robotics
519,PARSEC: An Aerial Platform for Autonomous Deployment of Self-Anchoring Payloads on Natural Vertical Surfaces.,2023,Patrick Spieler & Skylar X. Wei & Monica Li & Andrew Galassi & Kyle Uckert & Arash Kalantari & Joel W. Burdick,conf/icra/SpielerWLGUKB23,https://doi.org/10.1109/ICRA48891.2023.10161380,Robotics
525,DisCo: A Multiagent 3D Coordinate System for Lattice Based Modular Self-Reconfigurable Robots.,2023,Benoît Piranda & Frédéric Lassabe & Julien Bourgeois,conf/icra/PirandaLB23,https://doi.org/10.1109/ICRA48891.2023.10160878,Robotics
