hit num,title,year,authors,key,ee,venue_category
29,A nonlinear feedback controller for aerial self-righting by a tailed robot.,2013,Evan Chang-Siu & Thomas Libby & Matthew Brown & Robert J. Full & Masayoshi Tomizuka,conf/icra/Chang-SiuLBFT13,https://doi.org/10.1109/ICRA.2013.6630553,Robotics
30,Adaptive Tracking Control for Industrial Robot Manipulators with Unknown Inner loop Architecture.,2022,Joseph Jean-Baptiste Mvogo Ahanda & Achille Melingui & Othman Lakhal & Bernard Essimbi Zobo & Hela Kadri & Rochdi Merzouki,conf/icra/AhandaMLZKM22,https://doi.org/10.1109/ICRA46639.2022.9811748,Robotics
31,Compliant Electromagnetic Actuator Architecture for Soft Robotics.,2020,Noah Kohls & Beatriz Dias & Yaw Mensah & Bryan P. Ruddy & Yi Chen Mazumdar,conf/icra/KohlsDMRM20,https://doi.org/10.1109/ICRA40945.2020.9197442,Robotics
32,A new meta-module for efficient reconfiguration of hinged-units modular robots.,2016,Irene Parada & Vera Sacristán & Rodrigo I. Silveira,conf/icra/ParadaSS16,https://doi.org/10.1109/ICRA.2016.7487726,Robotics
33,Compartmentalized Covariance Intersection: A Novel Filter Architecture for Distributed Localization*.,2021,Adam Wiktor & Stephen Rock,conf/icra/WiktorR21,https://doi.org/10.1109/ICRA48506.2021.9562080,Robotics
34,Coverage control of mobile sensors for adaptive search of unknown number of targets.,2012,Amit Surana & George Mathew & Suresh Kannan,conf/icra/SuranaMK12,https://doi.org/10.1109/ICRA.2012.6225106,Robotics
35,Fast Adaptation of Deep Reinforcement Learning-Based Navigation Skills to Human Preference.,2020,Jinyoung Choi & Christopher R. Dance & Jung-Eun Kim & Kyungsik Park & Jaehun Han & Joonho Seo & Minsu Kim,conf/icra/ChoiDKPHSK20,https://doi.org/10.1109/ICRA40945.2020.9197159,Robotics
36,Self-stable one-legged hopping using a curved foot.,2014,Fabian Günther & Fabio Giardina & Fumiya Iida,conf/icra/GuntherGI14,https://doi.org/10.1109/ICRA.2014.6907612,Robotics
37,SafetyNet: Safe Planning for Real-World Self-Driving Vehicles Using Machine-Learned Policies.,2022,Matt Vitelli & Yan Chang & Yawei Ye & Ana Ferreira 0011 & Maciej Wolczyk & Blazej Osinski & Moritz Niendorf & Hugo Grimmett & Qiangui Huang & Ashesh Jain & Peter Ondruska,conf/icra/VitelliCYFWONGH22,https://doi.org/10.1109/ICRA46639.2022.9811576,Robotics
38,Adaptive Informative Path Planning Using Deep Reinforcement Learning for UAV-based Active Sensing.,2022,Julius Rückin & Liren Jin & Marija Popovic,conf/icra/RuckinJP22,https://doi.org/10.1109/ICRA46639.2022.9812025,Robotics
39,Joining High-Level Symbolic Planning with Low-Level Motion Primitives in Adaptive HRI: Application to Dressing Assistance.,2018,Gerard Canal & Emmanuel Pignat & Guillem Alenyà & Sylvain Calinon & Carme Torras,conf/icra/CanalPACT18,https://doi.org/10.1109/ICRA.2018.8460606,Robotics
40,Aerial Grasping Based on Shape Adaptive Transformation by HALO: Horizontal Plane Transformable Aerial Robot with Closed-Loop Multilinks Structure.,2018,Tomoki Anzai & Moju Zhao & Shunichi Nozawa & Fan Shi & Kei Okada & Masayuki Inaba,conf/icra/AnzaiZNSOI18,https://doi.org/10.1109/ICRA.2018.8460928,Robotics
41,Online Adaptive Identification and Switching of Soft Contact Model Based on ART-II Method.,2022,Yi Liu & Di Wu & Fengtao Han & Jing Guo & Zhaoshui He & Chao Liu 0003,conf/icra/LiuWHGHL22,https://doi.org/10.1109/ICRA46639.2022.9811740,Robotics
42,Autonomous Feature Tracing and Adaptive Sampling in Real-World Underwater Environments.,2018,Anwar Quraishi & Alexander Bahr & Felix Schill & Alcherio Martinoli,conf/icra/QuraishiBSM18,https://doi.org/10.1109/ICRA.2018.8460627,Robotics
43,Control walking speed by approximate-kinetic-model-based self-adaptive control on underactuated compass-like bipedal walker.,2017,Xuan Xiao & Ou Ma & Fumihiko Asano,conf/icra/XiaoMA17,https://doi.org/10.1109/ICRA.2017.7989548,Robotics
44,Learning by Demonstration and Adaptation of Finishing Operations Using Virtual Mechanism Approach.,2018,Bojan Nemec & Kenichi Yasuda & Nathanael Mullennix & Nejc Likar & Ales Ude,conf/icra/NemecYMLU18,https://doi.org/10.1109/ICRA.2018.8460603,Robotics
45,Adaptive Failure Search Using Critical States from Domain Experts.,2021,Peter Du & Katherine Rose Driggs-Campbell,conf/icra/DuD21,https://doi.org/10.1109/ICRA48506.2021.9561477,Robotics
46,Compliant and adaptive control of a planar monopod hopper in rough terrain.,2013,Salman Faraji & Soha Pouya & Rico Moeckel & Auke Jan Ijspeert,conf/icra/FarajiPMI13,https://doi.org/10.1109/ICRA.2013.6631264,Robotics
47,Fast; compact; and lightweight shape-shifting system composed of distributed self-folding origami modules.,2016,Sa-Reum Kim & Dae-Young Lee & Je-Sung Koh & Kyu-Jin Cho,conf/icra/KimLKC16,https://doi.org/10.1109/ICRA.2016.7487704,Robotics
48,A self-locking-type expansion mechanism to achieve high holding force and pipe-passing capability for a pneumatic in-pipe robot.,2017,Tomonari Yamamoto & Masashi Konyo & Kenjiro Tadakuma & Satoshi Tadokoro,conf/icra/YamamotoKTT17,https://doi.org/10.1109/ICRA.2017.7989221,Robotics
49,An untethered miniature origami robot that self-folds; walks; swims; and degrades.,2015,Shuhei Miyashita & Steven Guitron & Marvin Ludersdorfer & Cynthia R. Sung & Daniela Rus,conf/icra/MiyashitaGLSR15,https://doi.org/10.1109/ICRA.2015.7139386,Robotics
50,Integrated electro-aeromechanical structures for low-cost; self-deploying environment sensors and disposable UAVs.,2013,Paul E. I. Pounds & Surya P. N. Singh,conf/icra/PoundsS13,https://doi.org/10.1109/ICRA.2013.6631210,Robotics
51,Adaptive Visual Shock Absorber with Visual-based Maxwell Model Using a Magnetic Gear.,2020,Satoshi Tanaka & Keisuke Koyama & Taku Senoo & Masatoshi Ishikawa,conf/icra/TanakaKSI20,https://doi.org/10.1109/ICRA40945.2020.9197504,Robotics
52,Augmented -1 adaptive control of an actuated knee joint exoskeleton: From design to real-time experiments.,2016,Hala Rifai & M. S. Ben Abdessalem & Ahmed Chemori & Samer Mohammed & Yacine Amirat,conf/icra/RifaiACMA16,https://doi.org/10.1109/ICRA.2016.7487794,Robotics
53,Adaptive Genomic Evolution of Neural Network Topologies (AGENT) for State-to-Action Mapping in Autonomous Agents.,2019,Amir Behjat & Sharat Chidambaran & Souma Chowdhury,conf/icra/BehjatCC19,https://doi.org/10.1109/ICRA.2019.8793613,Robotics
54,Object Reconfiguration with Simulation-Derived Feasible Actions.,2023,Yiyuan Lee & Wil Thomason & Zachary K. Kingston & Lydia E. Kavraki,conf/icra/LeeTKK23,https://doi.org/10.1109/ICRA48891.2023.10160377,Robotics
55,APPLI: Adaptive Planner Parameter Learning From Interventions.,2021,Zizhao Wang & Xuesu Xiao & Bo Liu 0042 & Garrett Warnell & Peter Stone,conf/icra/WangXLWS21,https://doi.org/10.1109/ICRA48506.2021.9561311,Robotics
56,High-fidelity sensor modeling and self-calibration in vision-aided inertial navigation.,2014,Mingyang Li 0001 & Hongsheng Yu & Xing Zheng & Anastasios I. Mourikis,conf/icra/LiYZM14,https://doi.org/10.1109/ICRA.2014.6906889,Robotics
57,Real-Time Dense Mapping for Self-Driving Vehicles using Fisheye Cameras.,2019,Zhaopeng Cui & Lionel Heng & Ye Chuan Yeo & Andreas Geiger 0001 & Marc Pollefeys & Torsten Sattler,conf/icra/CuiHYGPS19,https://doi.org/10.1109/ICRA.2019.8793884,Robotics
58,Automatic kinematic chain calibration using artificial skin: Self-touch in the iCub humanoid robot.,2014,Alessandro Roncone & Matej Hoffmann & Ugo Pattacini & Giorgio Metta,conf/icra/RonconeHPM14,https://doi.org/10.1109/ICRA.2014.6907178,Robotics
59,Multi-Modal Mutual Information (MuMMI) Training for Robust Self-Supervised Deep Reinforcement Learning.,2021,Kaiqi Chen & Yong Lee & Harold Soh,conf/icra/ChenLS21,https://doi.org/10.1109/ICRA48506.2021.9561187,Robotics
60,Mutation Sensitive Correlation Filter for Real-Time UAV Tracking with Adaptive Hybrid Label.,2021,Guangze Zheng 0001 & Changhong Fu 0001 & Junjie Ye & Fuling Lin & Fangqiang Ding,conf/icra/Zheng0YLD21,https://doi.org/10.1109/ICRA48506.2021.9561931,Robotics
61,Probabilistic Safety-Assured Adaptive Merging Control for Autonomous Vehicles.,2021,Yiwei Lyu & Wenhao Luo & John M. Dolan,conf/icra/LyuLD21,https://doi.org/10.1109/ICRA48506.2021.9561894,Robotics
62,Anytime Fault-tolerant Adaptive Routing for Multi-Robot Teams.,2021,Ronaldo F. dos Santos & Erickson R. Nascimento & Douglas G. Macharet,conf/icra/SantosNM21,https://doi.org/10.1109/ICRA48506.2021.9561944,Robotics
63,Adaptive motor control and learning in a spiking neural network realised on a mixed-signal neuromorphic processor.,2019,Sebastian Glatz & Julien N. P. Martel & Raphaela Kreiser & Ning Qiao & Yulia Sandamirskaya,conf/icra/GlatzMKQS19,https://doi.org/10.1109/ICRA.2019.8794145,Robotics
64,GraspAda: Deep Grasp Adaptation through Domain Transfer.,2023,Yiting Chen & Junnan Jiang & Ruiqi Lei & Yasemin Bekiroglu & Fei Chen & Miao Li,conf/icra/ChenJLBCL23,https://doi.org/10.1109/ICRA48891.2023.10160213,Robotics
65,An adaptive nonparametric particle filter for state estimation.,2012,Yali Wang & Brahim Chaib-draa,conf/icra/WangC12,https://doi.org/10.1109/ICRA.2012.6224840,Robotics
66,Meta Reinforcement Learning for Sim-to-real Domain Adaptation.,2020,Karol Arndt & Murtaza Hazara & Ali Ghadirzadeh & Ville Kyrki,conf/icra/ArndtHGK20,https://doi.org/10.1109/ICRA40945.2020.9196540,Robotics
67,Capillary self-alignment assisted hybrid robotic handling for ultra-thin die stacking.,2013,Ville Liimatainen & Mohamed Kharboutly & David Rostoucher & Michaël Gauthier & Quan Zhou 0001,conf/icra/LiimatainenKRGZ13,https://doi.org/10.1109/ICRA.2013.6630754,Robotics
68,Self-Reconfiguring Robotic Gantries Powered by Modular Magnetic Lead Screws.,2022,John Romanishin & James M. Bern & Daniela Rus,conf/icra/RomanishinBR22,https://doi.org/10.1109/ICRA46639.2022.9811863,Robotics
69,Development of a Wheeled Wall-Climbing Robot with a Shape-Adaptive Magnetic Adhesion Mechanism.,2020,Haruhiko Eto & H. Harry Asada,conf/icra/EtoA20,https://doi.org/10.1109/ICRA40945.2020.9196919,Robotics
70,A Self-supervised Learning System for Object Detection in Videos Using Random Walks on Graphs.,2021,Juntao Tan & Changkyu Song & Abdeslam Boularias,conf/icra/TanSB21,https://doi.org/10.1109/ICRA48506.2021.9561271,Robotics
71,Distributed plan reconfiguration via knowledge transfer in multi-agent systems under local LTL specifications.,2014,Meng Guo 0002 & Dimos V. Dimarogonas,conf/icra/GuoD14,https://doi.org/10.1109/ICRA.2014.6907485,Robotics
72,A new Approach for an Adaptive Linear Quadratic Regulated Motion Cueing Algorithm for an 8 DoF Full Motion Driving Simulator.,2019,Tobias Miunske & Christian Holzapfel & Edwin Baumgartner & Hans-Christian Reuss,conf/icra/MiunskeHBR19,https://doi.org/10.1109/ICRA.2019.8794109,Robotics
73,LiDAR few-shot domain adaptation via integrated CycleGAN and 3D object detector with joint learning delay.,2021,Eduardo R. Corral-Soto & Amir Nabatchian & Martin Gerdzhev & Bingbing Liu,conf/icra/Corral-SotoNGL21,https://doi.org/10.1109/ICRA48506.2021.9561466,Robotics
74,Fast stochastic motion planning with optimality guarantees using local policy reconfiguration.,2014,Ryan Luna & Morteza Lahijanian & Mark Moll & Lydia E. Kavraki,conf/icra/LunaLMK14,https://doi.org/10.1109/ICRA.2014.6907293,Robotics
75,A learning-based shared control architecture for interactive task execution.,2017,Firas Abi-Farraj & Takayuki Osa & Nicolo Pedemonte & Jan Peters 0001 & Gerhard Neumann & Paolo Robuffo Giordano,conf/icra/Abi-FarrajOPPNG17,https://doi.org/10.1109/ICRA.2017.7989042,Robotics
76,Open-loop self-calibration of articulated robots with artificial skins.,2012,Philipp Mittendorfer & Gordon Cheng,conf/icra/MittendorferC12,https://doi.org/10.1109/ICRA.2012.6224881,Robotics
77,Design of an under-actuated wrist based on adaptive synergies.,2017,Simona Casini & Vinicio Tincani & Giuseppe Averta & Mattia Poggiani & Cosimo Della Santina & Edoardo Battaglia & Manuel G. Catalano & Matteo Bianchi 0002 & Giorgio Grioli & Antonio Bicchi,conf/icra/CasiniTAPSBC0GB17,https://doi.org/10.1109/ICRA.2017.7989789,Robotics
78,Imitative Reinforcement Learning Fusing Vision and Pure Pursuit for Self-driving.,2020,Mingxing Peng & Zhihao Gong & Chen Sun 0008 & Long Chen 0005 & Dongpu Cao,conf/icra/PengGS0C20,https://doi.org/10.1109/ICRA40945.2020.9197027,Robotics
79,Magnetically-Connected Modular Reconfigurable Mini-robotic System with Bilateral Isokinematic Mapping and Fast On-site Assembly towards Minimally Invasive Procedures.,2021,Xiao Xiao & Shilei Xu & Changsheng Li & Xiaoyi Gu & Huxin Gao & Max Q.-H. Meng & Hongliang Ren 0001,conf/icra/XiaoXLGGM021,https://doi.org/10.1109/ICRA48506.2021.9561141,Robotics
80,Explainable Action Prediction through Self-Supervision on Scene Graphs.,2023,Pawit Kochakarn & Daniele De Martini & Daniel Omeiza & Lars Kunze,conf/icra/KochakarnMOK23,https://doi.org/10.1109/ICRA48891.2023.10161132,Robotics
81,Augmenting Self-Stability: Height Control of a Bernoulli Ball via Bang-Bang Control.,2020,Toby Howison & Fabio Giardina & Fumiya Iida,conf/icra/HowisonGI20,https://doi.org/10.1109/ICRA40945.2020.9197391,Robotics
82,Self-Supervised Incremental Learning for Sound Source Localization in Complex Indoor Environment.,2019,Hangxin Liu & Zeyu Zhang 0001 & Yixin Zhu 0001 & Song-Chun Zhu,conf/icra/LiuZZZ19,https://doi.org/10.1109/ICRA.2019.8794231,Robotics
83,Embedded Neuromorphic Architecture for Form + Function 4-D Printing of Robotic Materials: Emulation of Optimized Neurons.,2021,Sangjun Eom & Praveen Abbaraju & Yuqing Xu & Bharath Rajiv Nair & Richard M. Voyles,conf/icra/EomAXNV21,https://doi.org/10.1109/ICRA48506.2021.9561199,Robotics
84,Time-Contrastive Networks: Self-Supervised Learning from Video.,2018,Pierre Sermanet & Corey Lynch & Yevgen Chebotar & Jasmine Hsu & Eric Jang & Stefan Schaal & Sergey Levine,conf/icra/SermanetLCHJSLB18,https://doi.org/10.1109/ICRA.2018.8462891,Robotics
85,An hp-adaptative pseudospectral method for collision avoidance with multiple UAVs in real-time applications.,2014,Santiago Vera & Jose A. Cobano & Guillermo Heredia & Aníbal Ollero,conf/icra/VeraCHO14,https://doi.org/10.1109/ICRA.2014.6907549,Robotics
86,Global/local motion planning based on Dynamic Trajectory Reconfiguration and Dynamical Systems for Autonomous Surgical Robots.,2020,Narcís Sayols & Alessio Sozzi & Nicola Piccinelli & Albert Hernansanz & Alicia Casals & Marcello Bonfè & Riccardo Muradore,conf/icra/SayolsSPHCBM20,https://doi.org/10.1109/ICRA40945.2020.9197525,Robotics
87,Playdough to Roombots: Towards a Novel Tangible User Interface for Self-reconfigurable Modular Robots.,2018,Mehmet Mutlu & Simon Hauser & Alexandre Bernardino & Auke Jan Ijspeert,conf/icra/MutluHBI18,https://doi.org/10.1109/ICRA.2018.8461248,Robotics
88,Focused Adaptation of Dynamics Models for Deformable Object Manipulation.,2023,Peter Mitrano & Alex LaGrassa & Oliver Kroemer & Dmitry Berenson,conf/icra/MitranoLKB23,https://doi.org/10.1109/ICRA48891.2023.10161366,Robotics
89,Realtime Vehicle and Pedestrian Tracking for Didi Udacity Self-Driving Car Challenge.,2018,Alexander Buyval & Aidar Gabdullin & Ruslan Mustafin & Ilya Shimchik,conf/icra/BuyvalGMS18,https://doi.org/10.1109/ICRA.2018.8460913,Robotics
90,A self-triggered visual servoing model predictive control scheme for under-actuated underwater robotic vehicles.,2014,Shahab Heshmati-Alamdari & Alina Eqtami & George C. Karras & Dimos V. Dimarogonas & Kostas J. Kyriakopoulos,conf/icra/Heshmati-AlamdariEKDK14,https://doi.org/10.1109/ICRA.2014.6907414,Robotics
91,Self-supervised 6D Object Pose Estimation for Robot Manipulation.,2020,Xinke Deng & Yu Xiang 0001 & Arsalan Mousavian & Clemens Eppner & Timothy Bretl & Dieter Fox,conf/icra/DengXMEBF20,https://doi.org/10.1109/ICRA40945.2020.9196714,Robotics
92,Self-Supervised Motion Retargeting with Safety Guarantee.,2021,Sungjoon Choi & Min Jae Song & Hyemin Ahn & Joohyung Kim,conf/icra/ChoiSAK21,https://doi.org/10.1109/ICRA48506.2021.9560860,Robotics
93,MotionHint: Self-Supervised Monocular Visual Odometry with Motion Constraints.,2022,Cong Wang & Yu-Ping Wang 0001 & Dinesh Manocha,conf/icra/WangWM22,https://doi.org/10.1109/ICRA46639.2022.9812288,Robotics
94,Self-Supervised Surgical Tool Segmentation using Kinematic Information.,2019,Cristian da Costa Rocha & Nicolas Padoy & Benoit Rosa,conf/icra/RochaPR19,https://doi.org/10.1109/ICRA.2019.8794334,Robotics
95,Leveraging RGB-D Data: Adaptive fusion and domain adaptation for object detection.,2012,Luciano Spinello & Kai Oliver Arras,conf/icra/SpinelloA12,https://doi.org/10.1109/ICRA.2012.6225137,Robotics
96,Repeated Jumping with the REBOund: Self-Righting Jumping Robot Leveraging Bistable Origami-Inspired Design.,2022,Yuchen Sun & Joanna Wang & Cynthia Sung 0001,conf/icra/SunW022,https://doi.org/10.1109/ICRA46639.2022.9812232,Robotics
97,Adaptive visual tracking with reacquisition ability for arbitrary objects.,2013,Tianyu Yang & Baopu Li & Chao Hu & Max Q.-H. Meng,conf/icra/YangLHM13,https://doi.org/10.1109/ICRA.2013.6631254,Robotics
98,Hierarchical processing architecture for an air-hockey robot system.,2013,Akio Namiki & Sakyo Matsushita & Takahiro Ozeki & Kenzo Nonami,conf/icra/NamikiMON13,https://doi.org/10.1109/ICRA.2013.6630722,Robotics
99,Anti-collision Static Rotation Local Planner for Four Independent Steering Drive Self-reconfigurable Robot.,2022,Lim Yi & Anh Vu Le & Abdullah Aamir Hayat & Karthikeyan Elangovan & K. Leong & A. P. Povendhan & Mohan Rajesh Elara,conf/icra/YiLHELPE22,https://doi.org/10.1109/ICRA46639.2022.9812445,Robotics
100,An Adaptive Supervisory Control Approach to Dynamic Locomotion Under Parametric Uncertainty.,2020,Prem Chand & Sushant Veer & Ioannis Poulakakis,conf/icra/ChandVP20,https://doi.org/10.1109/ICRA40945.2020.9197120,Robotics
101,Model predictive control architectures with force feedback for robotic-assisted beating heart surgery.,2014,Michel Dominici & Rui Pedro Duarte Cortesão,conf/icra/DominiciC14,https://doi.org/10.1109/ICRA.2014.6907174,Robotics
102,Modeling of movement control architectures based on motion primitives using domain-specific languages.,2015,Arne Nordmann & Sebastian Wrede 0001 & Jochen J. Steil,conf/icra/NordmannWS15,https://doi.org/10.1109/ICRA.2015.7139899,Robotics
103,SqueezeSegV2: Improved Model Structure and Unsupervised Domain Adaptation for Road-Object Segmentation from a LiDAR Point Cloud.,2019,Bichen Wu & Xuanyu Zhou & Sicheng Zhao & Xiangyu Yue & Kurt Keutzer,conf/icra/WuZZYK19,https://doi.org/10.1109/ICRA.2019.8793495,Robotics
104,Driving Swarm: A Swarm Robotics Framework for Intelligent Navigation in a Self-organized World.,2022,Sebastian Mai & Nele Traichel & Sanaz Mostaghim,conf/icra/MaiTM22,https://doi.org/10.1109/ICRA46639.2022.9811852,Robotics
105,Self-assembly of a swarm of autonomous boats into floating structures.,2014,Ian O'Hara & James Paulos & Jay Davey & Nick Eckenstein & Neel Doshi & Tarik Tosun & Jonathan Greco & Jungwon Seo & Matthew Turpin & Vijay Kumar 0001 & Mark Yim,conf/icra/OHaraPDEDTGSTKY14,https://doi.org/10.1109/ICRA.2014.6907011,Robotics
106,Self-Supervised Person Detection in 2D Range Data using a Calibrated Camera.,2021,Dan Jia & Mats Steinweg & Alexander Hermans & Bastian Leibe,conf/icra/JiaSHL21,https://doi.org/10.1109/ICRA48506.2021.9561699,Robotics
107,Reconfigurable Underactuated Adaptive Gripper Designed by Morphological Computation.,2022,Ivan I. Borisov & Evgenii E. Khornutov & Dmitriy V. Ivolga & Nikita A. Molchanov & Ivan A. Maksimov & Sergey A. Kolyubin,conf/icra/BorisovKIMMK22,https://doi.org/10.1109/ICRA46639.2022.9811738,Robotics
