hit num,title,year,authors,key,ee,venue_category
337,Deep Neural Network Architecture Search for Accurate Visual Pose Estimation aboard Nano-UAVs.,2023,Elia Cereda & Luca Crupi & Matteo Risso & Alessio Burrello & Luca Benini & Alessandro Giusti & Daniele Jahier Pagliari & Daniele Palossi,conf/icra/CeredaCRBBGPP23,https://doi.org/10.1109/ICRA48891.2023.10160369,Robotics
339,PointCloudLab: An Environment for 3D Point Cloud Annotation with Adapted Visual Aids and Levels of Immersion.,2023,Achref Doula & Tobias Güdelhöfer & Andrii Matviienko & Max Mühlhäuser & Alejandro Sánchez Guinea,conf/icra/DoulaGMMG23,https://doi.org/10.1109/ICRA48891.2023.10160225,Robotics
350,Collaborative Scheduling with Adaptation to Failure for Heterogeneous Robot Teams.,2023,Peng Gao & Sriram Siva & Anthony Micciche & Hao Zhang 0011,conf/icra/GaoSMZ23,https://doi.org/10.1109/ICRA48891.2023.10161502,Robotics
352,Online Visual SLAM Adaptation against Catastrophic Forgetting with Cycle-Consistent Contrastive Learning.,2023,Sangni Xu & Hao Xiong 0001 & Qiuxia Wu & Tingting Yao & Zhihui Wang 0001 & Zhiyong Wang 0001,conf/icra/XuXWYWW23,https://doi.org/10.1109/ICRA48891.2023.10161464,Robotics
363,Learnable Tegotae-based Feedback in CPGs with Sparse Observation Produces Efficient and Adaptive Locomotion.,2023,Christopher Herneth & Mitsuhiro Hayashibe & Dai Owaki,conf/icra/HernethHO23,https://doi.org/10.1109/ICRA48891.2023.10160571,Robotics
389,Self-Improving Safety Performance of Reinforcement Learning Based Driving with Black-Box Verification Algorithms.,2023,Resul Dagdanov & Halil Durmus & Nazim Kemal Ure,conf/icra/DagdanovDU23,https://doi.org/10.1109/ICRA48891.2023.10160883,Robotics
396,Adaptive approximation of dynamics gradients via interpolation to speed up trajectory optimisation.,2023,David Russell & Rafael Papallas & Mehmet Remzi Dogar,conf/icra/RussellPD23,https://doi.org/10.1109/ICRA48891.2023.10161090,Robotics
407,Adaptive-SpikeNet: Event-based Optical Flow Estimation using Spiking Neural Networks with Learnable Neuronal Dynamics.,2023,Adarsh Kumar Kosta & Kaushik Roy 0001,conf/icra/KostaR23,https://doi.org/10.1109/ICRA48891.2023.10160551,Robotics
420,DeepSeeColor: Realtime Adaptive Color Correction for Autonomous Underwater Vehicles via Deep Learning Methods.,2023,Stewart Jamieson & Jonathan P. How & Yogesh A. Girdhar,conf/icra/JamiesonHG23,https://doi.org/10.1109/ICRA48891.2023.10160477,Robotics
422,Adaptive Risk-Tendency: Nano Drone Navigation in Cluttered Environments with Distributional Reinforcement Learning.,2023,Cheng Liu & Erik-Jan van Kampen & Guido C. H. E. de Croon,conf/icra/LiuKC23,https://doi.org/10.1109/ICRA48891.2023.10160324,Robotics
431,Adaptive based Assist-as-needed control strategy for Ankle movement assistance.,2023,Rami Jradi & Hala Rifai & Yacine Amirat & Samer Mohammed,conf/icra/JradiRAM23,https://doi.org/10.1109/ICRA48891.2023.10161008,Robotics
437,Few-Shot Point Cloud Semantic Segmentation via Contrastive Self-Supervision and Multi-Resolution Attention.,2023,Jiahui Wang & Haiyue Zhu & Haoren Guo & Abdullah Al Mamun 0002 & Cheng-Xiang Wang 0001 & Tong Heng Lee,conf/icra/WangZGMWL23,https://doi.org/10.1109/ICRA48891.2023.10160429,Robotics
448,Failure-aware Policy Learning for Self-assessable Robotics Tasks.,2023,Kechun Xu & Runjian Chen & Shuqi Zhao & Zizhang Li & Hongxiang Yu & Ci Chen & Yue Wang 0020 & Rong Xiong,conf/icra/XuCZLYCWX23,https://doi.org/10.1109/ICRA48891.2023.10160889,Robotics
456,Source-free Unsupervised Domain Adaptation for 3D Object Detection in Adverse Weather.,2023,Deepti Hegde & Velat Kilic & Vishwanath Sindagi & A. Brinton Cooper III & Mark A. Foster & Vishal M. Patel 0001,conf/icra/HegdeKSCFP23,https://doi.org/10.1109/ICRA48891.2023.10161341,Robotics
457,FogROS2: An Adaptive Platform for Cloud and Fog Robotics Using ROS 2.,2023,Jeffrey Ichnowski & Kaiyuan Chen & Karthik Dharmarajan & Simeon Adebola & Michael Danielczuk & Victor Mayoral Vilches & Nikhil Jha & Hugo Zhan & Edith LLontop & Derek Xu & Camilo Buscaron & John Kubiatowicz & Ion Stoica & Joseph Gonzalez 0001 & Ken Goldberg,conf/icra/IchnowskiCDADVJZLXBKSGG23,https://doi.org/10.1109/ICRA48891.2023.10161307,Robotics
458,ADAPT: A 3 Degrees of Freedom Reconfigurable Force Balanced Parallel Manipulator for Aerial Applications.,2023,Kartik Suryavanshi & Salua Hamaza & Volkert van der Wijk & Just L. Herder,conf/icra/SuryavanshiHWH23,https://doi.org/10.1109/ICRA48891.2023.10160451,Robotics
461,One Training for Multiple Deployments: Polar-based Adaptive BEV Perception for Autonomous Driving.,2023,Huitong Yang & Xuyang Bai & Xinge Zhu & Yuexin Ma,conf/icra/YangBZM23,https://doi.org/10.1109/ICRA48891.2023.10161552,Robotics
463,Self-Entanglement-Free Tethered Path Planning for Non-Particle Differential-Driven Robot.,2023,Tong Yang 0006 & Jiangpin Liu & Yue Wang 0020 & Rong Xiong,conf/icra/YangLWX23,https://doi.org/10.1109/ICRA48891.2023.10160549,Robotics
474,Self-adaptive Teaching-learning-based Optimizer with Improved RBF and Sparse Autoencoder for Complex Optimization Problems.,2023,Jing Bi & Ziqi Wang & Haitao Yuan 0001 & Junfei Qiao 0001 & Jia Zhang 0001 & MengChu Zhou,conf/icra/BiWYQZZ23,https://doi.org/10.1109/ICRA48891.2023.10160442,Robotics
480,PARSEC: An Aerial Platform for Autonomous Deployment of Self-Anchoring Payloads on Natural Vertical Surfaces.,2023,Patrick Spieler & Skylar X. Wei & Monica Li & Andrew Galassi & Kyle Uckert & Arash Kalantari & Joel W. Burdick,conf/icra/SpielerWLGUKB23,https://doi.org/10.1109/ICRA48891.2023.10161380,Robotics
486,DisCo: A Multiagent 3D Coordinate System for Lattice Based Modular Self-Reconfigurable Robots.,2023,Benoît Piranda & Frédéric Lassabe & Julien Bourgeois,conf/icra/PirandaLB23,https://doi.org/10.1109/ICRA48891.2023.10160878,Robotics
488,Neuro-Adaptive Dynamic Control with Edge-Computing for Collaborative Digital Twin of an Industrial Robotic Manipulator.,2023,Sumit Kumar Das & Mohammad Helal Uddin & Dan O. Popa & Sabur Baidya,conf/icra/DasUPB23,https://doi.org/10.1109/ICRA48891.2023.10161113,Robotics
496,Adaptive Optimal Electrical Resistance Tomography for Large-Area Tactile Sensing.,2023,Wendong Zheng & Huaping Liu 0001 & Di Guo & Wuqiang Yang,conf/icra/ZhengLGY23,https://doi.org/10.1109/ICRA48891.2023.10161048,Robotics
497,Slice Transformer and Self-supervised Learning for 6DoF Localization in 3D Point Cloud Maps.,2023,Muhammad Ibrahim & Naveed Akhtar & Saeed Anwar & Michael J. Wise & Ajmal Mian,conf/icra/IbrahimAAWM23,https://doi.org/10.1109/ICRA48891.2023.10161128,Robotics
498,Exploring Multimodal Gait Rehabilitation and Assistance through an Adaptable Robotic Platform.,2023,Sophia Otálora & Sergio D. Sierra Marín & Felipe Ballén-Moreno & Marcela Múnera & Carlos A. Cifuentes,conf/icra/OtaloraMBMC23,https://doi.org/10.1109/ICRA48891.2023.10160867,Robotics
499,Test-Time Synthetic-to-Real Adaptive Depth Estimation.,2023,Eojindl Yi & Junmo Kim 0002,conf/icra/YiK23,https://doi.org/10.1109/ICRA48891.2023.10160773,Robotics
502,Proficiency Self-Assessment without Breaking the Robot: Anomaly Detection using Assumption-Alignment Tracking from Safe Experiments.,2023,Xuan Cao & Jacob W. Crandall & Ethan Pedersen & Alvika Gautam & Michael A. Goodrich,conf/icra/CaoCPGG23,https://doi.org/10.1109/ICRA48891.2023.10160916,Robotics
503,DOTIE - Detecting Objects through Temporal Isolation of Events using a Spiking Architecture.,2023,Manish Nagaraj & Chamika Mihiranga Liyanagedera & Kaushik Roy 0001,conf/icra/NagarajLR23,https://doi.org/10.1109/ICRA48891.2023.10161164,Robotics
504,Learning on the Job: Self-Rewarding Offline-to-Online Finetuning for Industrial Insertion of Novel Connectors from Vision.,2023,Ashvin Nair & Brian Zhu & Gokul Narayanan & Eugen Solowjow & Sergey Levine,conf/icra/NairZNSL23,https://doi.org/10.1109/ICRA48891.2023.10161491,Robotics
511,Deep Learning on Home Drone: Searching for the Optimal Architecture.,2023,Alaa Maalouf & Yotam Gurfinkel & Barak Diker & Oren Gal & Daniela Rus & Dan Feldman,conf/icra/MaaloufGDGRF23,https://doi.org/10.1109/ICRA48891.2023.10160827,Robotics
512,Self-supervised Multi-frame Monocular Depth Estimation with Pseudo-LiDAR Pose Enhancement.,2023,Wenhua Wu & Guangming Wang 0001 & Jiquan Zhong & Hesheng Wang 0001 & Zhe Liu 0022,conf/icra/WuWZWL23,https://doi.org/10.1109/ICRA48891.2023.10160391,Robotics
520,Dense Depth Completion Based on Multi-Scale Confidence and Self-Attention Mechanism for Intestinal Endoscopy.,2023,Ruyu Liu & Zhengzhe Liu & Haoyu Zhang & Guodao Zhang & Zhigui Zuo & Weiguo Sheng,conf/icra/LiuLZZZS23,https://doi.org/10.1109/ICRA48891.2023.10161549,Robotics
521,Hierarchical Adaptive Loco-manipulation Control for Quadruped Robots.,2023,Mohsen Sombolestan & Quan Nguyen 0004,conf/icra/SombolestanN23,https://doi.org/10.1109/ICRA48891.2023.10160523,Robotics
536,Robot Trust and Self-Confidence Based Role Arbitration Method for Physical Human-Robot Collaboration.,2023,Qiao Wang & Dikai Liu & Marc G. Carmichael & Chin-Teng Lin,conf/icra/WangLCL23,https://doi.org/10.1109/ICRA48891.2023.10160711,Robotics
540,CEAFFOD: Cross-Ensemble Attention-based Feature Fusion Architecture Towards a Robust and Real-time UAV-based Object Detection in Complex Scenarios.,2023,Ahmed Elhagry & Hang Dai & Abdulmotaleb El-Saddik & Wail Gueaieb & Giulia De Masi,conf/icra/ElhagryDEGM23,https://doi.org/10.1109/ICRA48891.2023.10161287,Robotics
551,Visual Tracking of Needle Tip in 2D Ultrasound based on Global Features in a Siamese Architecture.,2023,Wanquan Yan & Qingpeng Ding & Jianghua Chen & Kim Yan & Raymond Shing-Yan Tang & Shing Shin Cheng,conf/icra/YanDCYTC23,https://doi.org/10.1109/ICRA48891.2023.10160822,Robotics
561,Unsupervised RGB-to-Thermal Domain Adaptation via Multi-Domain Attention Network.,2023,Lu Gan 0006 & Connor Lee & Soon-Jo Chung,conf/icra/GanLC23,https://doi.org/10.1109/ICRA48891.2023.10160872,Robotics
563,Testing Rare Downstream Safety Violations via Upstream Adaptive Sampling of Perception Error Models.,2023,Craig Innes & Subramanian Ramamoorthy,conf/icra/InnesR23,https://doi.org/10.1109/ICRA48891.2023.10161501,Robotics
577,Unseen Object Instance Segmentation with Fully Test-time RGB-D Embeddings Adaptation.,2023,Lu Zhang 0054 & Siqi Zhang & Xu Yang 0004 & Hong Qiao & Zhiyong Liu 0001,conf/icra/ZhangZYQL23,https://doi.org/10.1109/ICRA48891.2023.10160742,Robotics
581,Multi-segmented Adaptive Feet for Versatile Legged Locomotion in Natural Terrain.,2023,Abhishek Chatterjee & An Mo & Bernadett Kiss & Emre Cemal Gönen & Alexander Badri-Spröwitz,conf/icra/ChatterjeeMKGB23,https://doi.org/10.1109/ICRA48891.2023.10161515,Robotics
590,Multi-source Domain Adaptation for Unsupervised Road Defect Segmentation.,2023,Jongmin Yu & Hyeontaek Oh & Sebastiano Fichera & Paolo Paoletti & Shan Luo 0001,conf/icra/YuOFPL23,https://doi.org/10.1109/ICRA48891.2023.10161099,Robotics
596,3D-Printed Adaptive Microgripper Driven by Thin-Film NiTi Actuators.,2023,Sukjun Kim & Sarah Bergbreiter,conf/icra/KimB23,https://doi.org/10.1109/ICRA48891.2023.10160829,Robotics
599,Sequential Bayesian Optimization for Adaptive Informative Path Planning with Multimodal Sensing.,2023,Joshua Ott & Edward Balaban & Mykel J. Kochenderfer,conf/icra/OttBK23,https://doi.org/10.1109/ICRA48891.2023.10160859,Robotics
600,EWareNet: Emotion-Aware Pedestrian Intent Prediction and Adaptive Spatial Profile Fusion for Social Robot Navigation.,2023,Venkatraman Narayanan & Bala Murali Manoghar & Rama Prashanth RV & Aniket Bera,conf/icra/NarayananMRB23,https://doi.org/10.1109/ICRA48891.2023.10161504,Robotics
629,RAMP-Net: A Robust Adaptive MPC for Quadrotors via Physics-informed Neural Network.,2023,Sourav Sanyal & Kaushik Roy 0001,conf/icra/SanyalR23,https://doi.org/10.1109/ICRA48891.2023.10161410,Robotics
634,Sim-to-Real Policy and Reward Transfer with Adaptive Forward Dynamics Model.,2023,Rongshun Juan & Hao Ju & Jie Huang & Randy Gomez & Keisuke Nakamura & Guangliang Li,conf/icra/JuanJHGNL23,https://doi.org/10.1109/ICRA48891.2023.10161298,Robotics
636,Self-Supervised Learning of Object Segmentation from Unlabeled RGB-D Videos.,2023,Shiyang Lu & Yunfu Deng & Abdeslam Boularias & Kostas E. Bekris,conf/icra/LuDBB23,https://doi.org/10.1109/ICRA48891.2023.10160786,Robotics
644,Expanding the Deployment Envelope of Behavior Prediction via Adaptive Meta-Learning.,2023,Boris Ivanovic & James Harrison & Marco Pavone 0001,conf/icra/IvanovicHP23,https://doi.org/10.1109/ICRA48891.2023.10161155,Robotics
658,Improved Benthic Classification using Resolution Scaling and SymmNet Unsupervised Domain Adaptation.,2023,Heather Doig & Oscar Pizarro & Stefan B. Williams,conf/icra/DoigPW23,https://doi.org/10.1109/ICRA48891.2023.10160255,Robotics
663,Extremum Seeking-Based Adaptive Sliding Mode Control with Sliding Perturbation Observer for Robot Manipulators.,2023,Hamza Khan 0002 & Min Cheol Lee,conf/icra/KhanL23,https://doi.org/10.1109/ICRA48891.2023.10160262,Robotics
667,Viewer-Centred Surface Completion for Unsupervised Domain Adaptation in 3D Object Detection.,2023,Darren Tsai & Julie Stephany Berrio & Mao Shan & Eduardo M. Nebot & Stewart Worrall,conf/icra/TsaiBSNW23,https://doi.org/10.1109/ICRA48891.2023.10160707,Robotics
679,How Does It Feel? Self-Supervised Costmap Learning for Off-Road Vehicle Traversability.,2023,Mateo Guaman Castro & Samuel Triest & Wenshan Wang & Jason M. Gregory & Felix A. Sanchez & John G. Rogers & Sebastian A. Scherer,conf/icra/CastroTWGSRS23,https://doi.org/10.1109/ICRA48891.2023.10160856,Robotics
681,A generic power wheelchair lumped model in the sagittal plane: towards realistic self-motion perception in a virtual reality simulator.,2023,Fabien Grzeskowiak & Ronan Le Breton & Louise Devigne & François Pasteau & Marie Babel & Sylvain Guégan,conf/icra/GrzeskowiakBDPBG23,https://doi.org/10.1109/ICRA48891.2023.10161475,Robotics
683,Sampling-based path planning under temporal logic constraints with real-time adaptation.,2023,Yizhou Chen & Ruoyu Wang 0032 & Xinyi Wang & Ben M. Chen,conf/icra/ChenWWC23,https://doi.org/10.1109/ICRA48891.2023.10161266,Robotics
714,User Interface and Architecture Adaption Based on Emotions and Behaviors.,2023,Mahyar Tourchi Moghaddam & Mina Alipour & Mikkel Baun Kjærgaard,conf/icsa/MoghaddamAK23,https://doi.org/10.1109/ICSA-C57050.2023.00032,Software_Architecture
718,Development and Integration of Self-Adaptation Strategies for Robotics Software.,2023,Elvin Alberts,conf/icsa/Alberts23,https://doi.org/10.1109/ICSA-C57050.2023.00038,Software_Architecture
732,Architecting Explainable Service Robots.,2023,Marcello M. Bersani & Matteo Camilli & Livia Lestingi & Raffaela Mirandola & Matteo G. Rossi & Patrizia Scandurra,conf/ecsa/BersaniCLMRS23,https://doi.org/10.1007/978-3-031-42592-9_11,Software_Architecture
738,Tool Support for the Adaptation of Quality of Service Trade-Offs in Service- and Cloud-Based Dynamic Routing Architectures.,2023,Amirali Amiri & Uwe Zdun,conf/ecsa/AmiriZ23,https://doi.org/10.1007/978-3-031-42592-9_2,Software_Architecture
